HSMID	X	Y	OBLIKA IJS	TIP PRIKLJUČKA	ID VS	UPRAVLJANJE
11593151	170902	576502	JAV	1	1633	1
11593089	170975	576379	JAV	1	1633	1
11593097	170943	576508	JAV	1	1633	1
11593119	170964	576395	JAV	1	1633	1
11593127	170951	576413	JAV	1	1633	1
11593135	170914	576474	JAV	1	1633	1
11593160	169906	576326	JAV	1	1633	1
11593178	169901	576301	JAV	1	1633	1
11593186	169878	576321	JAV	1	1633	1
11593194	169878	576293	JAV	1	1633	1
11593208	169847	576314	JAV	1	1633	1
11590128	170762	576160	JAV	3	1633	1
11590225	170733	576134	JAV	3	1633	1
11590233	170670	576173	NEZ		99	0
11590241	170625	576173	JAV	1	1633	1
11590250	170602	576196	JAV	1	1633	1
11590268	170640	576220	JAV	1	1633	1
11590276	170614	576233	JAV	1	1633	1
11590284	170594	576233	JAV	1	1633	1
11590292	170587	576286	JAV	1	1633	1
19123626	170604	576272	JAV	3	1633	1
11590306	170585	576252	JAV	1	1633	1
11590314	170556	576287	JAV	1	1633	1
19137031	170777	576165	JAV	3	1633	1
11590136	170754	576166	NEZ		99	0
11590322	170536	576242	NEZ		99	0
11590349	170538	576280	JAV	1	1633	1
11590357	170509	576247	JAV	1	1633	1
11590365	170515	576281	JAV	1	1633	1
11590373	170489	576245	JAV	1	1633	1
11590381	170523	576296	JAV	1	1633	1
11590390	170469	576246	JAV	1	1633	1
11590403	170499	576298	JAV	1	1633	1
11590411	170449	576245	JAV	1	1633	1
11590420	170491	576282	JAV	3	1633	1
11590144	170745	576172	JAV	3	1633	1
11590438	170450	576214	JAV	1	1633	1
11590446	170427	576213	JAV	1	1633	1
11590454	170426	576244	JAV	1	1633	1
11590462	170405	576244	JAV	1	1633	1
11590489	170408	576213	JAV	1	1633	1
11590152	170741	576174	JAV	3	1633	1
11590497	170389	576210	JAV	1	1633	1
11590519	170385	576246	JAV	1	1633	1
11590179	170729	576186	JAV	3	1633	1
11590187	170724	576189	JAV	3	1633	1
11590195	170712	576195	JAV	3	1633	1
19123227	170704	576198	JAV	3	1633	1
11590209	170704	576201	JAV	3	1633	1
11590217	170695	576206	JAV	3	1633	1
11593216	170485	576152	JAV	2	1633	1
11593321	170452	575892	JAV	1	1633	1
11593330	170425	575949	JAV	1	1633	1
11593348	170426	575825	JAV	1	1633	1
11593356	170410	575925	JAV	1	1633	1
11593364	170385	575902	JAV	1	1633	1
11593232	170516	575997	JAV	1	1633	1
11593224	170550	576013	JAV	1	1633	1
19131122	170542	575975	JAV	1	1633	1
19119530	170487	576030	JAV	1	1633	1
11593267	170497	575975	JAV	1	1633	1
19134407	170506	575964	NEZ		99	0
19134679	170480	575951	JAV	1	1633	1
11593275	170479	576006	JAV	1	1633	1
11593283	170524	575945	JAV	1	1633	1
11593291	170454	575988	JAV	1	1633	1
11593305	170469	575928	JAV	1	1633	1
11593313	170438	575971	JAV	1	1633	1
11593372	170067	576304	JAV	1	1633	1
11593399	170028	576258	JAV	1	1633	1
11593402	170058	576231	JAV	1	1633	1
11593429	170028	576224	JAV	1	1633	1
11621406	166982	576971	DRUG	1	99	0
11621538	166381	576583	NEZ		99	0
11621520	166346	576621	JAV	1	1633	1
11621546	166407	576527	JAV	1	1633	1
11621554	166391	576518	NEZ		99	0
11621562	166328	576573	JAV	1	1633	1
11621589	166318	576495	JAV	1	1633	1
11621619	166300	576453	JAV	1	1633	1
11621597	166327	576460	JAV	1	1633	1
16171484	166298	576450	JAV	1	1633	1
11621627	166297	576435	JAV	1	1633	1
11621635	166278	576394	JAV	1	1633	1
11621643	166269	576322	JAV	1	1633	1
11621651	166247	576264	JAV	1	1633	1
11621392	166964	576961	JAV	1	1633	1
11621414	166898	576902	DRUG	1	99	0
11621678	166204	576267	JAV	1	1633	1
11621660	166236	576306	JAV	1	1633	1
11621686	166324	576304	JAV	1	1633	1
11621694	166373	576171	JAV	1	1633	1
11621708	166412	576095	JAV	1	1633	1
11621716	166276	576004	JAV	1	1633	1
11621732	166023	576177	JAV	1	1633	1
11621767	165845	576218	JAV	1	1633	1
11621759	165829	576259	JAV	1	1633	1
11621775	165810	576240	JAV	1	1633	1
11621791	165785	576267	JAV	1	1633	1
11621783	165709	576258	JAV	1	1633	1
11621821	165658	576272	JAV	1	1633	1
11621805	165618	576219	JAV	1	1633	1
11621813	165597	576202	JAV	1	1633	1
11621856	165507	576139	NEZ		99	0
11621830	165552	576159	JAV	1	1633	1
11621848	165565	576170	JAV	1	1633	1
11621864	165542	576074	JAV	1	1633	1
19138402	165535	576083	NEZ		99	0
11621872	165369	576005	JAV	1	1633	1
11621902	165348	576175	JAV	1	1633	1
11621899	165299	576169	JAV	1	1633	1
19126412	165332	576170	JAV	1	1633	1
11621937	165221	576189	JAV	1	1633	1
11621945	165367	576543	NEZ		99	0
11621953	165600	576367	JAV	1	1633	1
11621422	166835	576780	JAV	1	1633	1
11621457	166756	576824	JAV	1	1633	1
11621961	165618	576369	JAV	1	1633	1
11621970	165595	576592	JAV	1	1633	1
19124975	165574	576582	JAV	1	1633	1
11621988	165730	576457	DRUG	1	99	0
11621996	165942	576556	JAV	1	1633	1
11622003	166108	576833	JAV	1	1171	0
11622011	166431	576846	JAV	1	1633	1
19128334	166465	576872	JAV	1	1633	1
11622054	166434	576872	NEZ		99	0
11622020	166475	576902	JAV	1	1633	1
11622038	166517	576992	JAV	1	1633	1
11622046	166642	577044	DRUG	1	99	0
19131408	166497	576960	JAV	1	1633	1
11622062	166581	577112	JAV	1	1633	1
11622097	166592	577179	JAV	1	1633	1
11621465	166777	576738	JAV	1	1633	1
11622127	166586	577290	JAV	1	1633	1
11622119	166566	577242	JAV	1	1633	1
11622135	166520	577220	JAV	1	1633	1
11622143	166580	577411	JAV	1	1171	0
19133273	166549	577448	NEZ		99	0
11622160	166656	577530	JAV	1	1633	1
11622151	166665	577499	DRUG	1	99	0
11622178	166659	577643	JAV	1	1633	1
11622186	166850	577732	NEZ		99	0
11622208	166977	577107	JAV	1	1633	1
11622194	166953	577145	JAV	1	1633	1
11621473	166736	576672	JAV	1	1633	1
11621481	166606	576735	JAV	1	1633	1
11621503	166326	576711	JAV	1	1633	1
11621490	166405	576774	JAV	1	1633	1
11621511	166315	576685	JAV	1	1633	1
11628940	165412	570969	JAV	1	1171	0
11629067	165256	571645	JAV	1	1171	0
19129942	165100	571731	NEZ		99	0
11629083	165031	571678	JAV	1	1171	0
11629091	164875	571740	JAV	1	1171	0
11629105	164851	571838	JAV	1	1171	0
19136256	164814	571835	JAV	1	1171	0
11629113	164915	571917	JAV	1	1171	0
11629121	164901	571963	JAV	1	1171	0
11629148	165381	572030	JAV	1	1171	0
19134636	165426	572042	NEZ		99	0
11629156	165539	572048	JAV	1	1171	0
11629164	165352	572169	DRUG	1	99	0
11628966	165454	571281	JAV	1	1171	0
11629172	165269	572218	JAV	1	1171	0
11629199	165161	572326	JAV	1	1171	0
11629202	165105	572378	JAV	1	1171	0
19137023	165161	572364	NEZ		99	0
11629229	164956	572239	JAV	1	1171	0
11629237	164889	572229	DRUG	1	99	0
19138844	164879	572196	NEZ		99	0
19130649	164923	572306	JAV	1	1171	0
11629245	165101	572472	JAV	1	1171	0
11629253	165227	572491	JAV	1	1171	0
19138275	165063	572525	DRUG	1	99	0
11629270	164996	572599	NEZ		99	0
11628958	165413	571273	NEZ		99	0
11628982	165631	571687	JAV	1	1171	0
11629288	165070	572681	JAV	1	1171	0
11629296	164841	572780	JAV	1	1171	0
11629300	164818	572890	JAV	1	1171	0
11629318	164602	573213	NEZ		99	0
19125734	164592	573198	JAV	1	1171	0
11629326	164634	573299	DRUG	1	99	0
11629334	164319	573046	DRUG	1	99	0
11629342	164000	573557	NEZ		99	0
11629369	164027	573489	NEZ		99	0
19122158	164050	573485	DRUG	1	99	0
11629377	164168	573040	DRUG	1	99	0
11629385	164472	572542	JAV	1	1171	0
11628974	165581	571809	JAV	1	1171	0
11629008	165477	571673	JAV	1	1171	0
11629393	164454	572498	DRUG	1	99	0
19118045	164480	572502	JAV	1	1171	0
11629407	164504	572376	JAV	1	1171	0
11629415	164672	571936	NEZ		99	0
19130126	164315	572340	JAV	1	1171	0
11629423	164301	572349	JAV	1	1171	0
19135942	164273	572367	NEZ		99	0
11629431	164180	572418	JAV	1	1171	0
11629440	164093	572483	DRUG	1	99	0
11629458	164015	572513	JAV	1	1171	0
11629016	165196	571834	NEZ		99	0
19128857	165172	571790	JAV	1	1171	0
19129136	165125	571763	JAV	1	1171	0
19128652	165117	571723	JAV	1	1171	0
11629032	165138	571681	JAV	1	1171	0
11629059	165222	571669	JAV	1	1171	0
11629822	166979	575130	JAV	1	1633	1
11629920	166325	574382	JAV	1	1633	1
19135110	166263	574348	JAV	1	1633	1
11629938	166210	574321	JAV	1	1633	1
19129128	166159	574300	JAV	1	1633	1
16394998	166146	574278	JAV	1	1633	1
11629954	166118	574243	JAV	1	1633	1
11629962	166058	574166	JAV	1	1633	1
11629989	166016	574138	JAV	1	1633	1
11629997	165953	574068	JAV	1	1633	1
11630006	165879	573809	JAV	1	1633	1
11630014	165670	573785	JAV	1	1633	1
19133940	165778	573875	JAV	1	1633	1
11629849	166975	574993	JAV	1	1633	1
11630049	165354	573211	DRUG	1	99	0
11630022	165410	573256	JAV	1	1633	1
11630057	165451	573481	JAV	1	1633	1
11630065	165315	573608	JAV	1	1633	1
11629857	166988	574960	JAV	1	1633	1
11629865	166888	574931	JAV	1	1633	1
19137309	166849	574793	JAV	1	1633	1
11629873	166792	574713	NEZ		99	0
11629881	166703	574669	JAV	1	1633	1
19136264	166561	574573	JAV	1	1633	1
19129551	166497	574533	JAV	1	1633	1
19136817	166459	574507	JAV	1	1633	1
11629903	166367	574567	DRUG	1	99	0
16391077	166390	574531	DRUG	1	99	0
11593437	171030	575804	JAV	1	1633	1
11593445	171034	575768	JAV	1	1633	1
11593453	170993	575762	JAV	1	1633	1
19134156	171038	575741	DRUG	1	99	0
19128270	171011	575751	DRUG	1	99	0
11590527	170954	576041	JAV	1	1633	1
11590616	170912	575943	JAV	1	1633	1
11590624	170904	575920	JAV	1	1633	1
11590632	170894	575900	JAV	1	1633	1
19131157	170830	575827	JAV	1	1633	1
11590659	170931	575899	JAV	1	1633	1
19138593	170855	575745	JAV	1	1633	1
11590667	170904	575850	JAV	1	1633	1
11590535	170992	575991	JAV	1	1633	1
19130207	170969	575820	JAV	1	1633	1
19131467	170914	575745	DRUG	1	99	0
11590675	170839	575725	DRUG	1	99	0
11590543	170901	575984	JAV	1	1633	1
11590683	170863	575720	JAV	1	1633	1
11590551	170961	575962	JAV	1	1633	1
11590560	170894	575963	JAV	1	1633	1
11590578	170950	576006	JAV	1	1633	1
11590586	170885	575944	JAV	1	1633	1
11590594	170921	575970	JAV	1	1633	1
11590608	170874	575923	JAV	1	1633	1
11634737	168986	568606	DRUG	1	99	0
11634826	168716	569943	JAV	1	1633	1
11634818	168708	569992	NEZ		99	0
11634834	168344	570309	NEZ		99	0
11634842	168531	570732	JAV	1	1633	1
11634877	168429	571355	DRUG	1	99	0
11634869	168374	571376	JAV	1	1633	1
11634885	168480	571457	DRUG	1	99	0
11634907	168931	571525	JAV	1	1633	1
11634893	168920	571531	NEZ		99	0
11634915	168880	571515	JAV	1	1633	1
11634931	168634	571531	NEZ		99	0
11634923	168709	571560	DRUG	1	99	0
19128385	168757	571541	JAV	1	1633	1
11634958	168481	571555	JAV	1	1633	1
11634940	168591	571584	JAV	1	1633	1
16391166	168611	571554	JAV	1	1633	1
19122271	168569	571565	JAV	1	1633	1
11634982	167968	571193	JAV	1	1171	0
19139484	167930	571225	NEZ		99	0
11634974	167927	571251	JAV	2	1633	1
19130029	167921	571296	JAV	1	1171	0
19136906	169017	568558	NEZ		99	0
11634745	168322	568722	DRUG	1	99	0
11635008	167940	571133	JAV	3	1171	0
19126099	167897	571109	JAV	1	1171	0
19128890	167865	571178	NEZ		99	0
11635032	167926	571104	JAV	1	1171	0
11635016	167914	571051	JAV	1	1171	0
11635024	167926	571024	JAV	1	1171	0
19122255	167940	571068	NEZ		99	0
19130886	167893	571012	JAV	1	1171	0
19138828	167892	570983	NEZ		99	0
11635059	167854	571290	JAV	1	1171	0
11635067	167926	571368	JAV	1	1171	0
11635075	168062	571480	DRUG	1	99	0
11635083	168444	571840	JAV	1	1633	1
11635091	168424	571924	NEZ		99	0
19118690	168389	571922	JAV	1	1171	0
11635105	168458	571964	JAV	1	1633	1
11635113	168525	572023	NEZ		99	0
11635121	168502	572138	JAV	1	1633	1
11634753	168379	568840	DRUG	1	99	0
11635130	168402	571942	JAV	1	1633	1
19132218	168420	571948	NEZ		99	0
11635164	168209	571896	JAV	2	1171	0
11635172	167935	571922	JAV	1	1171	0
19125203	167950	571981	JAV	1	1171	0
19132404	167914	571893	JAV	1	1171	0
11635202	167834	571845	JAV	1	1171	0
11635237	167950	571696	DRUG	1	99	0
11635229	167905	571737	JAV	1	1171	0
19127915	167850	571774	JAV	1	1171	0
11635253	167879	571712	JAV	1	1171	0
11635245	167839	571706	JAV	1	1171	0
19133451	167880	571706	JAV	1	1171	0
11635261	167772	571774	JAV	1	1171	0
19134695	167755	571788	JAV	1	1171	0
11635270	167336	572072	NEZ		99	0
19136027	167312	572071	DRUG	1	99	0
11634761	168863	569035	JAV	1	1633	1
11635288	167685	571976	JAV	1	1171	0
11635296	167741	572068	JAV	1	1171	0
19137082	167793	572063	JAV	1	1171	0
19130690	167821	572051	JAV	1	1171	0
11635318	167851	572040	JAV	1	1171	0
11635300	167901	572011	JAV	1	1171	0
11635342	167629	572245	JAV	1	1171	0
11635326	167702	572299	JAV	1	1171	0
11635334	167640	572230	JAV	1	1171	0
19133958	167723	572297	JAV	1	1171	0
19134563	167592	572235	JAV	1	1171	0
11635407	167788	572321	DRUG	1	99	0
11635369	167629	572338	DRUG	1	99	0
11635377	167654	572334	DRUG	1	99	0
11635385	167678	572338	DRUG	1	99	0
11635393	167717	572321	JAV	1	1171	0
11635423	167847	572303	JAV	1	1171	0
11635415	167856	572215	JAV	1	1171	0
19127974	167928	572341	DRUG	1	99	0
11635431	167982	572145	JAV	1	1171	0
11635440	167982	572303	JAV	1	1633	1
11635482	168258	572221	JAV	1	1171	0
11635458	168238	572199	JAV	1	1171	0
11635466	168236	572392	JAV	1	1633	1
11635474	168276	572450	JAV	1	1633	1
11635504	168469	572396	DRUG	1	99	0
11635512	167819	572664	DRUG	1	99	0
11635539	167688	572852	DRUG	1	99	0
11635547	167595	572774	JAV	1	1633	1
11635555	167391	572641	JAV	2	1633	1
11635571	167302	572561	JAV	1	1633	1
11635580	167253	572526	JAV	1	1633	1
11635610	167253	572459	JAV	1	1633	1
11635598	167181	572294	JAV	1	1633	1
11635601	167117	572313	JAV	1	1633	1
11635636	167116	572445	DRUG	1	99	0
11635628	167074	572466	JAV	1	1633	1
11635644	167107	572520	JAV	1	1633	1
19130436	167092	572571	JAV	1	1633	1
11634770	168639	569421	JAV	1	1633	1
11635652	166841	572636	NEZ		99	0
11635679	166794	572748	JAV	1	1633	1
19134644	166836	572718	JAV	1	1633	1
11635687	166918	572858	JAV	1	1633	1
19131424	166873	572818	JAV	1	1633	1
11635695	166432	572544	DRUG	1	99	0
11635709	166557	572439	DRUG	1	99	0
11635717	166855	572259	DRUG	1	99	0
11635725	166623	572034	NEZ		99	0
11635733	166809	571845	DRUG	1	99	0
11635741	167177	571466	JAV	1	1171	0
11635750	166677	571187	JAV	1	1171	0
11634788	169054	569948	JAV	1	1633	1
11635768	167025	570955	JAV	1	1171	0
11635776	167402	571431	JAV	1	1171	0
11635792	167590	571270	NEZ		99	0
11635806	167634	571158	JAV	3	1171	0
11635822	167680	571059	JAV	1	1171	0
11635814	167694	571028	NEZ		99	0
19138038	167725	570946	JAV	1	1171	0
19131564	167747	570913	JAV	1	1171	0
19132226	167745	570890	JAV	1	1171	0
19133915	167755	570859	JAV	1	1171	0
11635849	167654	571047	JAV	1	1171	0
19124932	167673	570992	JAV	1	1171	0
11635857	167684	570954	NEZ		99	0
19120147	167694	570924	JAV	1	1171	0
11635865	167629	570727	JAV	1	1171	0
11635873	167375	570456	JAV	1	1171	0
19119947	167442	570494	JAV	1	1171	0
11635881	167809	570687	JAV	1	1171	0
11635911	167930	570528	JAV	1	1171	0
11635890	167918	570553	JAV	1	1171	0
11635903	167911	570560	JAV	1	1171	0
11635920	168199	570242	DRUG	1	99	0
11635938	168013	569792	DRUG	1	99	0
11635946	167995	569655	DRUG	1	99	0
11635954	168001	569508	JAV	1	1171	0
11635962	167738	569421	NEZ		99	0
11635989	168009	569257	JAV	1	1171	0
11635997	168008	569183	DRUG	1	99	0
19128717	168017	569156	JAV	1	1171	0
11636004	167918	569043	DRUG	1	99	0
11634800	168652	569892	JAV	1	1633	1
11636012	168124	568877	DRUG	1	99	0
11636039	168151	568725	NEZ		99	0
11636047	167840	568659	DRUG	1	99	0
11636055	167580	568303	JAV	1	1171	0
11636063	167481	568415	JAV	1	1171	0
19124592	167341	568191	JAV	1	1171	0
11636071	167530	568754	DRUG	1	99	0
11636101	167725	568945	DRUG	1	99	0
11636080	167717	568950	DRUG	1	99	0
11636098	167742	568963	DRUG	1	99	0
19128393	167689	568954	JAV	1	1171	0
11636110	167656	569039	DRUG	1	99	0
11636128	167276	568974	JAV	1	1171	0
11636136	166971	568839	JAV	1	1171	0
11636314	161309	574922	DRUG	1	99	0
11636527	161711	575568	JAV	1	1633	1
19137899	161693	575533	JAV	3	1633	1
11636535	161666	575532	NEZ		99	0
11636543	161557	575555	DRUG	1	99	0
11636551	161516	575524	JAV	1	1633	1
11636578	161529	575588	JAV	1	1633	1
11636560	161524	575560	JAV	1	1633	1
11636586	161460	575556	JAV	1	1633	1
11636608	161383	575553	JAV	1	1633	1
11636594	161323	575512	JAV	1	1633	1
11636616	161308	575499	JAV	2	1633	1
11636624	161243	575483	JAV	1	1633	1
11636632	161104	575525	JAV	1	1633	1
11636349	161305	574584	NEZ		99	0
11636659	161190	575398	JAV	1	1633	1
11636667	160988	575119	DRUG	1	99	0
11636675	160914	575040	JAV	1	1633	1
19119424	160990	574732	DRUG	1	99	0
19125297	160997	574746	DRUG	1	99	0
19125289	161009	574766	DRUG	1	99	0
11636683	160894	575076	JAV	1	1633	1
11636705	160958	576304	JAV	1	1633	1
11636691	160950	576284	NEZ		99	0
11636713	161029	576327	JAV	1	1633	1
11636721	161178	576163	JAV	1	1633	1
11636730	161203	576076	JAV	1	1633	1
11636748	161385	575995	JAV	1	1633	1
11636756	161490	576123	DRUG	1	99	0
11636322	161266	574570	DRUG	1	99	0
11636403	161630	574591	DRUG	1	99	0
11636764	161696	576125	DRUG	3	99	0
11636772	161643	576342	JAV	1	1633	1
11636799	161445	577052	JAV	1	1633	1
11636802	161496	577108	JAV	1	1633	1
11636829	161612	575524	JAV	1	1633	1
11636837	161491	575581	JAV	1	1633	1
11636357	161560	574520	NEZ		99	0
11636365	161550	574535	NEZ		99	0
11636373	161564	574551	DRUG	1	99	0
11636381	161557	574577	DRUG	1	99	0
11636390	161564	574604	NEZ		99	0
11636411	161983	575302	DRUG	1	99	0
11636446	161680	575392	JAV	1	1633	1
11636420	161634	575421	JAV	1	1633	1
11636454	161842	575553	JAV	1	1633	1
19129900	161910	575669	JAV	3	1633	1
19136949	161766	575457	JAV	1	1633	1
19138216	161775	575420	JAV	1	1633	1
11636462	161822	575571	JAV	3	1633	1
11636489	161780	575533	JAV	2	1633	1
11636519	161782	575572	JAV	3	1633	1
11636497	161770	575560	NEZ		99	0
11637990	163205	576186	JAV	1	1633	1
11638155	163632	575369	JAV	1	1633	1
11638163	163524	575234	JAV	1	1633	1
11638171	163053	575204	JAV	2	1633	1
11638180	162968	575256	DRUG	1	99	0
11638198	162939	575255	JAV	1	1633	1
11638201	162554	575532	DRUG	1	99	0
11638210	162295	575663	DRUG	1	99	0
11638228	162298	575621	JAV	1	1633	1
11637965	163117	576310	JAV	1	1633	1
11637973	163131	576327	JAV	1	1633	1
11637981	163139	576278	JAV	1	1633	1
19138259	163173	576299	JAV	1	1633	1
11638023	163468	575986	JAV	1	1633	1
11638007	163409	576091	JAV	1	1633	1
11638015	163394	576189	JAV	1	1633	1
19137767	163463	575940	JAV	1	1633	1
11638040	163046	575979	DRUG	1	99	0
11638031	163409	575920	JAV	1	1633	1
19134628	163046	575953	JAV	1	1633	1
11638066	162923	575731	JAV	1	1633	1
11638058	163034	575612	JAV	1	1633	1
11638082	163050	575444	DRUG	1	99	0
11638074	163093	575477	JAV	1	1633	1
11638104	163116	575466	NEZ		99	0
11638112	163145	575399	DRUG	1	99	0
11638139	163023	575324	JAV	1	1633	1
11638147	162994	575283	DRUG	1	99	0
11638236	165135	575782	JAV	1	1633	1
11638341	164789	576011	JAV	1	1633	1
11638350	164760	575987	JAV	1	1633	1
11638368	164730	575943	JAV	1	1633	1
19126544	164702	575922	JAV	1	1633	1
11638384	164675	575901	JAV	1	1633	1
11638406	164576	576004	JAV	1	1633	1
11638392	164536	575958	JAV	1	1633	1
19139387	164540	575994	NEZ		99	0
11638414	164604	575922	JAV	1	1633	1
11638422	164636	575889	JAV	1	1633	1
11638449	164611	575874	JAV	1	1633	1
11638457	164535	575826	JAV	1	1633	1
11638244	165153	576088	JAV	1	1633	1
11638481	164535	575809	JAV	1	1633	1
11638465	164509	575782	JAV	1	1633	1
11638473	164487	575780	JAV	1	1633	1
11638490	164340	575710	JAV	1	1633	1
11638503	164242	575667	JAV	1	1633	1
11638511	164068	575793	JAV	1	1633	1
11638520	164460	575874	JAV	1	1633	1
11638538	164431	575920	JAV	1	1633	1
11638546	164462	576059	JAV	1	1633	1
11638554	164364	575945	JAV	1	1633	1
11638562	164366	576457	DRUG	1	99	0
19139077	164365	576439	NEZ		99	0
11638589	164060	576558	DRUG	1	99	0
11638279	165117	576115	JAV	1	1633	1
11638619	164056	576132	JAV	1	1633	1
11638597	164091	576121	JAV	1	1633	1
11638635	164166	576212	DRUG	1	99	0
11638627	164183	576151	JAV	1	1633	1
11638643	164317	575958	JAV	1	1633	1
19119777	164257	575972	JAV	1	1633	1
11638651	164220	575994	JAV	1	1633	1
11638660	164172	575971	JAV	1	1633	1
11638686	164149	575980	JAV	1	1633	1
11638678	164088	575952	JAV	1	1633	1
11638694	164143	575956	JAV	1	1633	1
11638708	164029	575945	JAV	1	1633	1
11638724	164010	575969	JAV	1	1633	1
11638716	164043	576069	JAV	1	1633	1
19126692	164001	576021	JAV	1	1633	1
11638252	165084	576154	JAV	1	1633	1
11638287	165067	576158	JAV	1	1633	1
11638759	163993	575932	JAV	1	1633	1
11638732	163975	575909	JAV	1	1633	1
11638767	163929	575935	JAV	1	1633	1
11638775	163875	575902	JAV	1	1633	1
19134466	163824	575811	JAV	1	1633	1
11638783	163892	575811	JAV	1	1633	1
19125220	163807	575807	JAV	1	1633	1
11638791	163739	575779	JAV	1	1633	1
11638805	163700	575759	JAV	1	1633	1
19125238	163627	575840	JAV	1	1633	1
11638821	163659	575639	JAV	1	1633	1
11638813	163683	575637	NEZ		99	0
19137350	163673	575711	JAV	1	1633	1
11638830	163681	575487	JAV	1	1633	1
11638848	163420	575669	JAV	1	1633	1
11638856	163757	576015	JAV	1	1633	1
19124886	163779	575975	JAV	1	1633	1
11638295	164998	576164	JAV	1	1633	1
11638899	163725	576047	JAV	1	1633	1
11638864	163709	576059	JAV	1	1633	1
11638872	163701	576067	JAV	1	1633	1
11638937	163608	576152	JAV	1	1633	1
11638902	163682	576084	JAV	1	1633	1
11638929	163689	576072	JAV	1	1633	1
11638945	163595	576164	JAV	1	1633	1
11638961	163565	576199	JAV	1	1633	1
11638970	163537	576239	JAV	1	1633	1
11638988	163489	576258	JAV	1	1633	1
11638996	163699	576495	JAV	1	1633	1
11639003	163681	576483	JAV	1	1633	1
11638309	164973	576160	JAV	1	1633	1
11638317	164976	576048	JAV	1	1633	1
11638325	164931	576139	JAV	1	1633	1
11638333	164801	576151	JAV	1	1633	1
11593461	171144	575507	JAV	1	1633	1
11593569	171176	575382	JAV	1	1633	1
19117952	171140	575374	JAV	1	1633	1
11593577	171152	575368	JAV	1	1633	1
11593470	171180	575475	JAV	1	1633	1
11593488	171106	575514	DRUG	1	99	0
11593496	171166	575474	JAV	1	1633	1
11593500	171105	575466	JAV	1	1633	1
19119513	171013	575372	JAV	1	1633	1
19137864	171069	575458	JAV	1	1633	1
11593518	171155	575449	JAV	1	1633	1
11593526	171140	575433	JAV	1	1633	1
11593534	171168	575405	JAV	1	1633	1
11593542	171136	575416	JAV	1	1633	1
11590691	171025	575984	JAV	1	1633	1
11590799	171006	575914	JAV	1	1633	1
19129705	171029	575899	JAV	1	1633	1
11590829	171045	575880	JAV	1	1633	1
11590837	171059	575813	JAV	1	1633	1
11590845	171060	575847	JAV	1	1633	1
11590853	171032	575834	JAV	1	1633	1
11590861	171073	575832	JAV	1	1633	1
11590705	171060	575954	JAV	1	1633	1
11590870	171000	575846	JAV	1	1633	1
11590888	171035	575861	JAV	1	1633	1
11590896	170994	575821	JAV	1	1633	1
11590900	171015	575874	JAV	1	1633	1
11590918	170955	575852	JAV	1	1633	1
11590926	170994	575885	JAV	1	1633	1
11590934	170972	575864	JAV	1	1633	1
11590942	170968	575894	JAV	1	1633	1
11590713	171045	575972	JAV	1	1633	1
11590721	171039	575929	JAV	1	1633	1
11590730	171043	575959	JAV	1	1633	1
11590748	171052	575917	JAV	1	1633	1
11590756	171005	575947	JAV	1	1633	1
11590764	171064	575900	JAV	1	1633	1
11590772	170985	575926	JAV	1	1633	1
11590969	171233	576435	JAV	1	1633	1
11591060	171239	576458	JAV	1	1633	1
11591078	171211	576498	JAV	1	1633	1
11591086	171233	576508	JAV	1	1633	1
11591094	171265	576522	JAV	1	1633	1
11591108	171225	576572	JAV	1	1633	1
11590977	171180	576415	JAV	3	1633	1
19127770	171187	576564	JAV	1	1633	1
11591116	171167	576519	JAV	1	1633	1
11591124	171089	576581	JAV	3	1633	1
11590985	171250	576436	NEZ		99	0
19139646	171013	576677	DRUG	1	99	0
19138151	171004	576722	DRUG	1	99	0
19137481	170960	576736	DRUG	1	99	0
11590993	171123	576445	JAV	3	1633	1
19130622	170922	576826	JAV	2	1633	1
11591019	171201	576435	JAV	1	1633	1
11591027	171119	576505	JAV	1	1633	1
19137937	171113	576501	JAV	1	1633	1
19137945	171109	576497	JAV	1	1633	1
19137953	171097	576487	JAV	1	1633	1
19137961	171089	576482	JAV	1	1633	1
11591035	171197	576462	JAV	1	1633	1
11591043	171081	576466	NEZ		99	0
11591051	171226	576444	NEZ		99	0
11591132	170868	576153	JAV	3	1633	1
11591230	170928	576235	JAV	1	1633	1
11591248	170945	576222	JAV	1	1633	1
11591256	170965	576193	JAV	3	1633	1
19128423	170927	576189	JAV	3	1633	1
19128083	170941	576178	JAV	3	1633	1
19128075	170949	576173	JAV	3	1633	1
19126536	170965	576161	JAV	3	1633	1
16391034	170922	576104	NEZ		99	0
16563048	170916	576126	JAV	2	1633	1
16563030	170924	576121	JAV	2	1633	1
16390976	170949	576115	JAV	3	1633	1
19129918	170951	576118	JAV	3	1633	1
16403806	170955	576123	JAV	3	1633	1
19129926	170965	576132	JAV	3	1633	1
19129934	170958	576127	JAV	3	1633	1
19124738	170961	576076	DRUG	3	99	0
19124746	170972	576085	JAV	3	1633	1
11591159	170878	576164	JAV	3	1633	1
16551287	170976	576091	NEZ		99	0
11591167	170845	576172	NEZ		99	0
11591175	170851	576182	JAV	2	1633	1
11591183	170864	576197	DRUG	3	99	0
11591191	170887	576216	JAV	1	1633	1
11591205	170901	576203	NEZ		99	0
11591213	170907	576209	JAV	1	1633	1
11591221	170888	576221	JAV	3	1633	1
11593585	170185	576538	DRUG	1	99	0
