FID;ENOTA;HS_MID;HS;HD;LABELA;UL_MID;NA_MID;OB_MID;PT_MID;PO_MID;D_OD;DV_OD;STATUS;Y_C;X_C
0;HS;19138828;21;E;21E;16276286;10093414;11026826;21429392;10252997;29.11.2018;29.11.2018;V;570983;167892
1;HS;19129730;41; ;41;16184829;10092752;11026826;21429392;19129241;25.10.2006;25.10.2006;V;576954;169556
2;HS;11612261;27; ;27;16276006;10093147;11026826;21432237;10255201;15.07.2009;15.07.2009;V;572141;163072
3;HS;11606172;9;B;9B;16275891;10093023;11026826;21432237;10255228;13.01.2009;13.01.2009;V;572305;164324
4;HS;19134636;17;A;17A;16276197;10093333;11026826;21432237;10252938;06.08.2012;06.08.2012;V;572042;165426
5;HS;19131823;22;A;22A;16276464;10093619;11026826;21429392;10252784;13.10.2009;13.10.2009;V;574917;167844
6;HS;19133265;18;A;18A;16184977;10092752;11026826;21429392;10253284;31.01.2011;31.01.2011;V;576262;171201
7;HS;11620400;52; ;52;16276146;10093287;11026826;21429392;10253012;05.03.2009;05.03.2009;V;573966;169943
8;HS;19131769;25; ;25;16184845;10092752;11026826;21429392;10253098;09.09.2009;09.09.2009;V;576384;169657
9;HS;19131742;29; ;29;16276120;10093252;11026826;21429392;10253039;02.09.2009;02.09.2009;V;574276;171010
10;HS;11609481;18; ;18;16275956;10093082;11026826;21431745;19129179;03.07.2009;03.07.2009;V;578492;168778
11;HS;11620191;32; ;32;16276146;10093287;11026826;21429392;10253012;05.03.2009;05.03.2009;V;574444;170153
12;HS;19131530;10; ;10;16184829;10092752;11026826;21429392;10253098;17.06.2009;17.06.2009;V;576532;169999
13;HS;11621830;32;A;32A;16276154;10093295;11026826;21429392;10252792;09.07.2009;09.07.2009;V;576159;165552
14;HS;19129551;7;A;7A;16276227;10093350;11026826;21429392;10252920;16.08.2006;16.08.2006;V;574533;166497
15;HS;19129748;47;A;47A;16276120;10093252;11026826;21429392;10253039;13.11.2006;13.11.2006;V;573685;171223
16;HS;19129870;227;C;227C;16275565;10092698;11026826;21429392;10252822;15.01.2007;15.01.2007;V;575740;169294
17;HS;19129489;45; ;45;16184829;10092752;11026826;21429392;19129241;07.07.2006;07.07.2006;V;576889;169528
18;HS;11596363;42; ;42;16275662;10092817;11026826;21429392;10252725;02.06.2016;02.06.2016;V;573817;170390
19;HS;11599168;40; ;40;16275735;10092868;11026826;21432237;10252776;02.06.2016;02.06.2016;V;574437;165312
20;HS;11599176;41;A;41A;16275735;10092868;11026826;21432237;10252776;02.06.2016;02.06.2016;V;574505;165405
21;HS;11599184;41; ;41;16275735;10092868;11026826;21432237;10252776;02.06.2016;02.06.2016;V;574510;165418
22;HS;11599192;42;A;42A;16275735;10092868;11026826;21432237;10252911;02.06.2016;02.06.2016;V;574597;165475
23;HS;11598374;14;A;14A;16275719;10092841;11026826;21432237;10255287;02.06.2016;02.06.2016;V;574308;161614
24;HS;11598471;22; ;22;16275719;10092841;11026826;21432237;10255287;02.06.2016;02.06.2016;V;573967;161003
25;HS;11598528;1;A;1A;16275727;10092850;11026826;21432237;10255198;02.06.2016;02.06.2016;V;573714;165100
26;HS;11598609;7; ;7;16275727;10092850;11026826;21432237;10255198;02.06.2016;02.06.2016;V;574136;164539
27;HS;11598617;8; ;8;16275727;10092850;11026826;21432237;10255198;02.06.2016;02.06.2016;V;574187;164548
28;HS;11598714;17; ;17;16275727;10092850;11026826;21432237;10255198;02.06.2016;02.06.2016;V;574534;164443
29;HS;11598811;9; ;9;16275735;10092868;11026826;21432237;10252776;02.06.2016;02.06.2016;V;574394;164769
30;HS;11598951;22; ;22;16275735;10092868;11026826;21432237;10252776;02.06.2016;02.06.2016;V;574344;165133
31;HS;11598986;25;A;25A;16275735;10092868;11026826;21432237;10252776;02.06.2016;02.06.2016;V;574342;165226
32;HS;11599087;32; ;32;16275735;10092868;11026826;21432237;10252776;02.06.2016;02.06.2016;V;573898;165232
33;HS;11599125;35; ;35;16275735;10092868;11026826;21432237;10252776;02.06.2016;02.06.2016;V;574285;165389
34;HS;11599133;36; ;36;16275735;10092868;11026826;21432237;10252776;02.06.2016;02.06.2016;V;574289;165393
35;HS;11599249;44;A;44A;16275735;10092868;11026826;21432237;10252911;02.06.2016;02.06.2016;V;574781;165435
36;HS;11599281;45;A;45A;16275735;10092868;11026826;21432237;10252911;02.06.2016;02.06.2016;V;574784;165350
37;HS;11599389;54; ;54;16275735;10092868;11026826;21432237;10252911;02.06.2016;02.06.2016;V;575058;164612
38;HS;11599451;60; ;60;16275735;10092868;11026826;21432237;10252911;02.06.2016;02.06.2016;V;574990;165475
39;HS;11599591;68; ;68;16275735;10092868;11026826;21432237;10252911;02.06.2016;02.06.2016;V;575072;166166
40;HS;19137031;1;Z;1Z;16184896;10092752;11026826;21429392;10252636;06.01.2016;06.01.2016;V;576165;170777
41;HS;19136078;10;C;10C;16275875;10093007;11026826;21429392;10252954;02.06.2014;02.06.2014;V;573251;165940
42;HS;11587968;4; ;4;16184799;10092752;11026826;21429392;10253284;03.12.2008;03.12.2008;V;576001;171366
43;HS;11587534;18; ;18;16184756;10092752;11026826;21429392;10253233;02.06.2016;02.06.2016;V;575755;171345
44;HS;11587640;28; ;28;16184756;10092752;11026826;21429392;10253233;02.06.2016;02.06.2016;V;575503;171447
45;HS;11588395;21; ;21;16184802;10092752;11026826;21429392;10253276;02.06.2016;02.06.2016;V;576083;171370
46;HS;11588867;7; ;7;16184837;10092752;11026826;21429392;10253268;02.06.2016;02.06.2016;V;576065;171203
47;HS;11588948;12; ;12;16184845;10092752;11026826;21429392;10253098;02.06.2016;02.06.2016;V;576359;170017
48;HS;11590055;2; ;2;16184888;10092752;11026826;21429392;10252679;02.06.2016;02.06.2016;V;576050;170924
49;HS;11590110;12; ;12;16184888;10092752;11026826;21429392;10252679;02.06.2016;02.06.2016;V;575916;170708
50;HS;11590152;4; ;4;16184896;10092752;11026826;21429392;10252636;02.06.2016;02.06.2016;V;576174;170741
51;HS;11592686;2; ;2;16185124;10092752;11026826;21429392;10253055;02.06.2016;02.06.2016;V;576335;170889
52;HS;11592902;6; ;6;16185159;10092752;11026826;21429392;10257204;02.06.2016;02.06.2016;V;576813;169835
53;HS;11593224;2;A;2A;16185205;10092752;11026826;21429392;10252652;02.06.2016;02.06.2016;V;576013;170550
54;HS;11593445;2; ;2;16185221;10092752;11026826;21429392;10252628;02.06.2016;02.06.2016;V;575768;171034
55;HS;11593526;7; ;7;16185230;10092752;11026826;21429392;10252687;02.06.2016;02.06.2016;V;575433;171140
56;HS;11593534;8; ;8;16185230;10092752;11026826;21429392;10252687;02.06.2016;02.06.2016;V;575405;171168
57;HS;11593984;4; ;4;16185302;10092752;11026826;21429392;10257212;02.06.2016;02.06.2016;V;576561;170279
58;HS;11594204;12; ;12;16275620;10092779;11026826;21432237;10255023;02.06.2016;02.06.2016;V;574088;163202
59;HS;11594212;13; ;13;16275620;10092779;11026826;21432237;10255023;02.06.2016;02.06.2016;V;574135;163355
60;HS;11594301;21; ;21;16275620;10092779;11026826;21432237;10255023;02.06.2016;02.06.2016;V;574677;162756
61;HS;11594336;24; ;24;16275620;10092779;11026826;21432237;10255023;02.06.2016;02.06.2016;V;574426;161724
62;HS;11634788;7; ;7;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;569948;169054
63;HS;11634818;10;A;10A;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;569992;168708
64;HS;11634893;15;A;15A;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;571531;168920
65;HS;11634915;16; ;16;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;571515;168880
66;HS;11634974;19;B;19B;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;571251;167927
67;HS;11635016;21;A;21A;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;571051;167914
68;HS;11635059;22; ;22;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;571290;167854
69;HS;11635164;33; ;33;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;571896;168209
70;HS;11635288;40; ;40;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;571976;167685
71;HS;11635300;42;A;42A;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;572011;167901
72;HS;11635377;44;B;44B;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;572334;167654
73;HS;11635415;45;A;45A;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;572215;167856
74;HS;11635512;50; ;50;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;572664;167819
75;HS;11635601;57;B;57B;16276286;10093414;11026826;21429392;10253004;02.06.2016;02.06.2016;V;572313;167117
76;HS;11635865;77; ;77;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;570727;167629
77;HS;11635873;78; ;78;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;570456;167375
78;HS;11635903;81;B;81B;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;570560;167911
79;HS;11635954;85; ;85;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;569508;168001
80;HS;19131386;10;A;10A;16276049;10093171;11026826;21432237;10259371;02.02.2009;02.02.2009;V;576979;162637
81;HS;19130398;7;A;7A;16276103;10093236;11026826;21429392;10253144;06.08.2007;06.08.2007;V;572038;169250
82;HS;11588352;18; ;18;16184802;10092752;11026826;21429392;10253284;25.11.2008;25.11.2008;V;576187;171400
83;HS;19129942;11; ;11;16276197;10093333;11026826;21432237;10252938;29.09.2015;29.09.2015;V;571731;165100
84;HS;11620094;23; ;23;16276146;10093287;11026826;21429392;10253012;25.02.2014;25.02.2014;V;574869;170014
85;HS;11636632;19; ;19;16276308;10093449;11026826;21432237;10255015;02.06.2016;02.06.2016;V;575525;161104
86;HS;11636659;20; ;20;16276308;10093449;11026826;21432237;10255015;02.06.2016;02.06.2016;V;575398;161190
87;HS;11636683;23; ;23;16276308;10093449;11026826;21432237;10255015;02.06.2016;02.06.2016;V;575076;160894
88;HS;11636713;25; ;25;16276308;10093449;11026826;21432237;10255015;02.06.2016;02.06.2016;V;576327;161029
89;HS;11638112;7; ;7;16276359;10093481;11026826;21432237;10255180;02.06.2016;02.06.2016;V;575399;163145
90;HS;11638287;4; ;4;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;576158;165067
91;HS;11638295;5; ;5;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;576164;164998
92;HS;11638317;7; ;7;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;576048;164976
93;HS;11638325;8; ;8;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;576139;164931
94;HS;11638465;20;A;20A;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;575782;164509
95;HS;11638473;20;B;20B;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;575780;164487
96;HS;11638546;26; ;26;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;576059;164462
97;HS;11638597;30;A;30A;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;576121;164091
98;HS;11638627;31;A;31A;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;576151;164183
99;HS;11638643;32; ;32;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;575958;164317
100;HS;11638686;36; ;36;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;575980;164149
101;HS;11638694;37; ;37;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;575956;164143
102;HS;11638716;39;A;39A;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;576069;164043
103;HS;11642802;2; ;2;16276456;10093597;11026826;21429392;10252890;02.06.2016;02.06.2016;V;570221;166926
104;HS;11642870;8;A;8A;16276456;10093597;11026826;21429392;10252890;02.06.2016;02.06.2016;V;569770;166777
105;HS;11642900;10; ;10;16276456;10093597;11026826;21429392;10252890;02.06.2016;02.06.2016;V;569754;166806
106;HS;11642926;12;A;12A;16276456;10093597;11026826;21429392;10252890;02.06.2016;02.06.2016;V;569707;166881
107;HS;11642942;13;A;13A;16276456;10093597;11026826;21429392;10252890;02.06.2016;02.06.2016;V;569589;166995
108;HS;11643230;37; ;37;16276456;10093597;11026826;21429392;10252890;02.06.2016;02.06.2016;V;569253;166935
109;HS;11643329;42; ;42;16276456;10093597;11026826;21429392;10252890;02.06.2016;02.06.2016;V;569076;166812
110;HS;11643574;18; ;18;16276464;10093619;11026826;21429392;10252784;02.06.2016;02.06.2016;V;574941;167397
111;HS;11643779;32; ;32;16276464;10093619;11026826;21429392;10252784;02.06.2016;02.06.2016;V;574324;167182
112;HS;11643795;34; ;34;16276464;10093619;11026826;21429392;10252784;02.06.2016;02.06.2016;V;574241;167073
113;HS;11643868;40;A;40A;16276464;10093619;11026826;21429392;10252784;02.06.2016;02.06.2016;V;574131;166940
114;HS;11643949;48; ;48;16276464;10093619;11026826;21429392;10252784;02.06.2016;02.06.2016;V;573960;166745
115;HS;11643213;36;A;36A;16276456;10093597;11026826;21429392;10252890;25.02.2013;25.02.2013;V;569235;166992
116;HS;11588328;15; ;15;16184802;10092752;11026826;21429392;10253225;29.10.2015;29.10.2015;V;576237;171291
117;HS;11606601;43;A;43A;16275891;10093023;11026826;21432237;10255228;02.06.2016;02.06.2016;V;571042;163833
118;HS;11606709;5;C;5C;16275905;10093031;11026826;21429392;10253306;02.06.2016;02.06.2016;V;573592;170667
119;HS;11606717;5; ;5;16275905;10093031;11026826;21429392;10253306;02.06.2016;02.06.2016;V;573653;170704
120;HS;11606903;12;B;12B;16275905;10093031;11026826;21429392;10253306;02.06.2016;02.06.2016;V;573257;170316
121;HS;11607284;40;B;40B;16275905;10093031;11026826;21429392;10253306;02.06.2016;02.06.2016;V;572577;169979
122;HS;11607411;47;A;47A;16275905;10093031;11026826;21429392;10253306;02.06.2016;02.06.2016;V;572068;169020
123;HS;11607462;50; ;50;16275905;10093031;11026826;21429392;10253306;02.06.2016;02.06.2016;V;572606;169027
124;HS;11643566;17; ;17;16276464;10093619;11026826;21429392;10252784;18.04.2016;18.04.2016;V;574982;167340
125;HS;11604099;4; ;4;16275832;10092973;11026826;21432237;10255279;02.06.2016;02.06.2016;V;572198;161887
126;HS;11604102;5; ;5;16275832;10092973;11026826;21432237;10255279;02.06.2016;02.06.2016;V;572649;161715
127;HS;11604200;14; ;14;16275832;10092973;11026826;21432237;10255279;02.06.2016;02.06.2016;V;572796;161330
128;HS;11604463;35;A;35A;16275832;10092973;11026826;21432237;10255279;02.06.2016;02.06.2016;V;573273;162521
129;HS;11604480;36;A;36A;16275832;10092973;11026826;21432237;10255279;02.06.2016;02.06.2016;V;573428;162486
130;HS;11605133;5; ;5;16275875;10093007;11026826;21429392;10252954;02.06.2016;02.06.2016;V;573669;166392
131;HS;11605184;11;A;11A;16275875;10093007;11026826;21429392;10252954;02.06.2016;02.06.2016;V;573311;166324
132;HS;11605249;14; ;14;16275875;10093007;11026826;21429392;10252954;02.06.2016;02.06.2016;V;572966;165887
133;HS;11605478;29; ;29;16275875;10093007;11026826;21429392;10252954;02.06.2016;02.06.2016;V;573386;166739
134;HS;11635989;87; ;87;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;569257;168009
135;HS;11636055;93; ;93;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;568303;167580
136;HS;11636080;96;A;96A;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;568950;167717
137;HS;11636136;99; ;99;16276286;10093414;11026826;21429392;10252997;02.06.2016;02.06.2016;V;568839;166971
138;HS;11636527;10; ;10;16276308;10093449;11026826;21432237;10255015;02.06.2016;02.06.2016;V;575568;161711
139;HS;11636560;14;A;14A;16276308;10093449;11026826;21432237;10255015;02.06.2016;02.06.2016;V;575560;161524
140;HS;11606083;2; ;2;16275891;10093023;11026826;21432237;10255228;02.06.2016;02.06.2016;V;572297;163808
141;HS;11606113;4; ;4;16275891;10093023;11026826;21432237;10255228;02.06.2016;02.06.2016;V;572176;164098
142;HS;11606318;18;A;18A;16275891;10093023;11026826;21432237;10255228;02.06.2016;02.06.2016;V;570859;164350
143;HS;11609724;30; ;30;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578285;168774
144;HS;11609732;31;A;31A;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578273;168810
145;HS;11609759;31; ;31;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578253;168822
146;HS;11609783;37; ;37;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578236;168726
147;HS;11609791;38; ;38;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578231;168749
148;HS;11609805;39; ;39;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578201;168850
149;HS;11609821;41; ;41;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578195;168900
150;HS;11609848;43; ;43;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578180;168920
151;HS;16551279;23;A;23A;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578418;168788
152;HS;11609309;1;A;1A;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;577550;169119
153;HS;11609317;1; ;1;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;577514;169126
154;HS;11609333;4; ;4;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578247;168950
155;HS;11609368;7; ;7;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578446;169003
156;HS;11609384;10; ;10;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578398;168863
157;HS;11609406;13; ;13;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578440;168849
158;HS;11609414;14; ;14;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578470;168834
159;HS;11609422;15; ;15;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578488;168822
160;HS;11609473;18;A;18A;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578484;168757
161;HS;11609490;19;A;19A;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578527;168661
162;HS;11609503;19; ;19;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578559;168693
163;HS;11609511;20;A;20A;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578418;168666
164;HS;11609520;20;B;20B;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578398;168640
165;HS;11609538;20;C;20C;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578412;168620
166;HS;11609546;20;D;20D;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578431;168609
167;HS;11609554;20; ;20;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578451;168697
168;HS;11609562;21;A;21A;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578323;168694
169;HS;11609589;21;B;21B;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578407;168715
170;HS;11609597;21;C;21C;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578443;168749
171;HS;11609619;21; ;21;16275956;10093082;11026826;21431745;19129179;18.04.2006;20.04.2006;V;578329;168659
172;HS;19130240;19;A;19A;16275905;10093031;11026826;21429392;10253306;22.05.2007;22.05.2007;V;573056;170128
173;HS;19130193;45;B;45B;16276006;10093147;11026826;21432237;10255074;16.05.2007;16.05.2007;V;571685;162654
174;HS;19130304;47; ;47;16276464;10093619;11026826;21429392;10252784;31.05.2007;31.05.2007;V;574001;166819
175;HS;19130266;47; ;47;16184829;10092752;11026826;21429392;19129241;24.05.2007;24.05.2007;V;576976;169437
176;HS;11636446;5; ;5;16276308;10093449;11026826;21432237;10255015;18.04.2007;18.04.2007;V;575392;161680
177;HS;19131122;2;B;2B;16185205;10092752;11026826;21429392;10252652;04.11.2008;04.11.2008;V;575975;170542
178;HS;19130614;44;C;44C;16275662;10092817;11026826;21429392;10252725;23.01.2008;23.01.2008;V;574296;170525
179;HS;11638929;51;B;51B;16276367;10093490;11026826;21432237;10255171;02.02.2010;02.02.2010;V;576072;163689
180;HS;11638864;50;A;50A;16276367;10093490;11026826;21432237;10255171;02.02.2010;02.02.2010;V;576059;163709
181;HS;11614710;51; ;51;16276049;10093171;11026826;21432237;10259371;07.04.2010;07.04.2010;V;577739;163738
182;HS;11599516;64;C;64C;16275735;10092868;11026826;21432237;10252911;11.03.2010;11.03.2010;V;575026;165600
183;HS;11620272;40; ;40;16276146;10093287;11026826;21429392;10253012;14.06.2010;14.06.2010;V;574216;169912
184;HS;11599559;65;B;65B;16275735;10092868;11026826;21432237;10252911;23.03.2010;23.03.2010;V;575064;165877
185;HS;11620507;61; ;61;16276146;10093287;11026826;21429392;10253012;14.06.2010;14.06.2010;V;573754;169976
186;HS;19129110;8;A;8A;16275735;10092868;11026826;21432237;10252776;11.03.2010;11.03.2010;V;574404;164744
187;HS;11583644;164; ;164;16275565;10092698;11026826;21429392;10252822;07.05.2010;07.05.2010;V;575767;168439
188;HS;19132358;29; ;29;16276146;10093287;11026826;21429392;10253012;01.09.2010;01.09.2010;V;574474;170323
189;HS;19132315;28;C;28C;16184829;10092752;11026826;21429392;10257239;22.07.2010;22.07.2010;V;577072;169430
190;HS;11599494;64;A;64A;16275735;10092868;11026826;21432237;10252911;11.03.2010;11.03.2010;V;575002;165702
191;HS;11599532;65;A;65A;16275735;10092868;11026826;21432237;10252911;23.03.2010;23.03.2010;V;575041;165837
192;HS;11583555;155; ;155;16275565;10092698;11026826;21429392;10252814;07.05.2010;07.05.2010;V;575923;168345
193;HS;11620558;66; ;66;16276146;10093287;11026826;21429392;10253012;14.06.2010;14.06.2010;V;573480;169833
194;HS;11614680;48; ;48;16276049;10093171;11026826;21432237;10259371;07.04.2010;07.04.2010;V;577725;163655
195;HS;11583512;153;A;153A;16275565;10092698;11026826;21429392;10252814;07.05.2010;07.05.2010;V;575928;168363
196;HS;11583652;165; ;165;16275565;10092698;11026826;21429392;10252822;07.05.2010;07.05.2010;V;575782;168447
197;HS;11614540;40;A;40A;16276049;10093171;11026826;21432237;10259371;07.04.2010;07.04.2010;V;577677;163267
198;HS;11614531;39; ;39;16276049;10093171;11026826;21432237;10259371;07.04.2010;07.04.2010;V;577724;163268
199;HS;11599010;29;A;29A;16275735;10092868;11026826;21432237;10252776;26.04.2010;26.04.2010;V;574029;165230
200;HS;11599028;29; ;29;16275735;10092868;11026826;21432237;10252776;26.04.2010;26.04.2010;V;574083;165253
201;HS;11583636;163; ;163;16275565;10092698;11026826;21429392;10252822;10.02.2010;10.02.2010;V;575810;168387
202;HS;11614701;50; ;50;16276049;10093171;11026826;21432237;10259371;07.04.2010;07.04.2010;V;577732;163706
203;HS;11583628;162; ;162;16275565;10092698;11026826;21429392;10252822;10.02.2010;10.02.2010;V;575826;168399
204;HS;19132056;12; ;12;16275891;10093023;11026826;21432237;10255228;09.03.2010;09.03.2010;V;571983;164454
205;HS;11638902;51;A;51A;16276367;10093490;11026826;21432237;10255171;02.02.2010;02.02.2010;V;576084;163682
206;HS;19132102;39;B;39B;16276049;10093171;11026826;21432237;10259371;07.04.2010;07.04.2010;V;577719;163296
207;HS;19132170;32;A;32A;16275735;10092868;11026826;21432237;10252776;26.04.2010;26.04.2010;V;573926;165204
208;HS;16394998;11;B;11B;16276227;10093350;11026826;21429392;10252920;02.06.2010;02.06.2010;V;574278;166146
209;HS;11638872;50;B;50B;16276367;10093490;11026826;21432237;10255171;02.02.2010;02.02.2010;V;576067;163701
210;HS;11629849;2; ;2;16276227;10093350;11026826;21429392;10252920;02.06.2010;02.06.2010;V;574993;166975
211;HS;19133028;21; ;21;16185086;10092752;11026826;21429392;10253047;26.10.2010;26.10.2010;V;576430;170998
212;HS;19132366;29; ;29;16276014;10093155;11026826;21429392;10638950;01.09.2010;01.09.2010;V;575742;169872
213;HS;11644147;65; ;65;16276464;10093619;11026826;21429392;10252857;16.12.2013;16.12.2013;V;573713;167364
214;HS;11629334;35; ;35;16276197;10093333;11026826;21432237;10252938;09.04.2014;09.04.2014;V;573046;164319
215;HS;19128334;45;A;45A;16276154;10093295;11026826;21429392;10252792;27.12.2004;27.12.2004;V;576872;166465
216;HS;11620892;96; ;96;16276146;10093287;11026826;21429392;10252946;04.01.2005;04.01.2005;V;573942;169311
217;HS;19119777;33; ;33;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;575972;164257
218;HS;19119807;34;A;34A;16184829;10092752;11026826;21429392;10257239;02.06.2016;02.06.2016;V;577568;169300
219;HS;19119858;4;A;4A;16275875;10093007;11026826;21429392;10252954;02.06.2016;02.06.2016;V;573700;166428
220;HS;19120112;152;A;152A;16275565;10092698;11026826;21429392;10252822;02.06.2016;02.06.2016;V;575930;168476
221;HS;19120970;20;A;20A;16276103;10093236;11026826;21429392;10253144;02.06.2016;02.06.2016;V;572090;168843
222;HS;19120988;12;A;12A;16276065;10093198;11026826;21429392;10256836;02.06.2016;02.06.2016;V;576529;166897
223;HS;19122123;232;A;232A;16275565;10092698;11026826;21429392;10252822;02.06.2016;02.06.2016;V;575843;169220
224;HS;19122247;69; ;69;16275565;10092698;11026826;21429392;10252822;02.06.2016;02.06.2016;V;576323;168712
225;HS;19124649;5;A;5A;16275875;10093007;11026826;21429392;10252954;02.06.2016;02.06.2016;V;573630;166355
226;HS;19124690;94;A;94A;16276146;10093287;11026826;21429392;10252946;02.06.2016;02.06.2016;V;574045;169294
227;HS;19124860;25; ;25;16275620;10092779;11026826;21432237;10255023;02.06.2016;02.06.2016;V;574398;161738
228;HS;19125017;32;B;32B;16275565;10092698;11026826;21429392;10252822;02.06.2016;02.06.2016;V;576245;169157
229;HS;19125220;43;A;43A;16276367;10093490;11026826;21432237;10255171;02.06.2016;02.06.2016;V;575807;163807
230;HS;19125700;30;A;30A;16275662;10092817;11026826;21429392;10252725;02.06.2016;02.06.2016;V;574854;170317
231;HS;19127249;24;B;24B;16276103;10093236;11026826;21429392;10253144;02.06.2016;02.06.2016;V;572035;168703
232;HS;19127931;91;A;91A;16276006;10093147;11026826;21432237;10255210;02.06.2016;02.06.2016;V;570223;163330
233;HS;11607454;49; ;49;16275905;10093031;11026826;21429392;10253306;10.06.2010;10.06.2010;V;572800;169433
234;HS;19132072;1;B;1B;16276103;10093236;11026826;21429392;10253144;18.03.2010;18.03.2010;V;571810;169599
235;HS;11615848;2; ;2;16276065;10093198;11026826;21429392;10256836;15.12.2010;15.12.2010;V;577174;167232
236;HS;19133206;126;A;126A;16276006;10093147;11026826;21432237;10255210;16.12.2010;16.12.2010;V;570050;164308
237;HS;11582052;9; ;9;16275565;10092698;11026826;21429392;10252822;13.01.2011;13.01.2011;V;576210;169439
238;HS;19128407;70; ;70;16275565;10092698;11026826;21429392;10252822;31.01.2005;31.01.2005;V;576287;168697
239;HS;19128393;96;C;96C;16276286;10093414;11026826;21429392;10252997;26.01.2005;26.01.2005;V;568954;167689
240;HS;11636098;96;B;96B;16276286;10093414;11026826;21429392;10252997;26.01.2005;26.01.2005;V;568963;167742
241;HS;19128369;38;B;38B;16276049;10093171;11026826;21432237;10259371;07.01.2005;07.01.2005;V;577758;163232
