29202569;5508;38,1
29201628;5509;7,2
29201628;5505;48,0
29201628;5508;61,8
29201797;5509;2,0
29201797;5508;16,0
29184421;5505;22,7
29184421;5509;21,6
33877664;5509;28,0
33877664;5505;25,1
33877664;5508;16,8
33877664;5507;3,8
29193607;5508;5,2
29200500;5508;30,8
29200506;5505;19,2
29200506;5508;17,0
29212267;5505;25,8
29212267;5509;9,0
29212267;5508;100,7
29212605;5509;11,0
29212605;5508;22,5
29212605;5505;16,8
31544249;5508;4,3
29202342;5518;20,6
33116012;5507;53,5
33116012;5513;10,8
29202908;5518;28,0
29202994;5518;17,8
29184569;5508;7,9
29184569;5505;17,2
31331866;5518;3,2
29195490;5518;14,9
29184638;5518;6,7
29195106;5500;63,0
29195106;5509;22,0
29195106;5508;63,0
29195106;5505;25,0
29195106;5515;56,0
29212630;5505;13,6
29212630;5508;250,4
29212000;5508;9,2
29212075;5508;29,4
29212630;5509;13,6
29189788;5508;17,6
29197364;5508;6,0
29197443;5508;48,6
29197443;5505;18,6
29197443;5509;25,5
29197553;5508;8,3
29197553;5509;11,9
29197553;5505;11,6
29201438;5508;3,7
29201554;5508;31,6
29201792;5509;15,1
29202082;5509;12,1
29197636;5509;3,0
29195548;5507;3,9
29195548;5509;10,1
29195548;5505;16,1
29195554;5505;30,2
34047709;5500;130,8
34047709;5513;13,2
34047709;5505;42,4
34047709;5508;18,0
29194798;5505;38,0
29186138;5508;60,8
29185880;5505;14,0
29185880;5508;13,4
29185880;5509;12,5
29185880;5507;3,0
29196780;5509;15,6
29196780;5508;37,7
29196780;5505;19,4
29201247;5507;6,7
29197596;5508;18,0
29197627;5509;18,0
29197627;5505;30,0
29195744;5505;34,0
29195744;5509;28,3
29195801;5505;26,3
29195801;5509;7,5
29201247;5505;17,4
29196302;5511;63,9
29196304;5511;144,7
34031239;5500;129,1
31980114;5509;6,0
31980114;5505;22,0
31980114;5508;10,0
29188294;5508;12,0
30112307;5508;3,0
34031701;5500;166,0
29195986;5505;36,1
29194494;5509;25,0
29194494;5508;32,0
29195874;5509;16,2
29195899;5508;4,8
29196547;5509;26,2
29196547;5508;23,6
29194494;5505;25,0
29189629;5508;30,0
29189629;5510;29,0
29189629;5507;7,5
29189629;5505;23,0
29187939;5508;37,0
33993769;5515;22,2
29196552;5513;15,5
29186230;5507;5,1
29186230;5509;6,0
29194755;5509;6,0
29201270;5508;23,9
29201280;5509;12,5
29201280;5508;36,7
29201280;5505;15,5
29201045;5508;10,3
29201045;5509;14,4
29201045;5505;13,3
29202342;5505;10,8
29202342;5507;7,1
29202342;5508;65,7
29202342;5509;22,3
29201161;5505;26,5
29201161;5509;24,0
29201221;5508;9,0
29202082;5508;23,3
29185687;5505;15,2
29185687;5507;18,2
34024740;5500;129,7
34024742;5511;42,0
29187155;5508;9,0
29187155;5509;9,7
29188477;5509;23,7
29188560;5508;64,0
29188580;5509;6,3
29188580;5505;21,9
29188580;5508;26,9
29195129;5505;18,9
29195129;5507;3,6
29195129;5509;20,2
29195129;5508;11,8
29195193;5508;43,8
29195193;5505;17,6
29195193;5509;53,7
29187963;5509;6,6
29187963;5508;53,4
29185885;5508;10,0
29196204;5509;16,2
29196204;5505;20,0
29196204;5508;57,7
29196444;5508;36,5
29196444;5507;4,2
29196747;5509;23,7
29196747;5505;16,5
29196747;5508;35,0
29196866;5508;40,0
29196444;5509;19,2
29196444;5505;21,8
29201849;5510;15,0
29201849;5509;3,0
29201849;5508;28,0
29200792;5507;4,5
29200879;5508;30,0
34006873;5513;14,0
34006873;5500;143,1
34006873;5505;51,1
34039724;5509;33,0
34039724;5500;125,9
31229152;5508;10,1
30484919;5509;3,1
30484919;5508;4,5
30485109;5509;3,1
30485109;5508;6,9
31578835;5509;17,3
31578835;5505;31,7
31578835;5508;38,0
31576485;5508;9,4
31576485;5505;30,5
31576485;5507;6,3
31576485;5509;32,7
29186701;5516;192,0
29183581;5508;65,9
29183581;5509;12,7
29196363;5509;21,2
29196363;5508;5,6
29196364;5509;7,1
29196364;5508;5,4
29196365;5509;32,1
29196365;5508;5,6
29196367;5509;10,5
29196367;5508;12,2
29196368;5508;7,9
29196368;5509;10,8
29196369;5508;8,6
31637756;5505;38,4
31637756;5509;10,0
31637756;5507;5,1
31637756;5508;23,2
31498488;5508;28,3
31498490;5508;83,4
29188834;5509;19,2
29188834;5508;7,2
29194787;5509;16,2
29194787;5508;25,0
31261792;5505;12,6
31261792;5508;14,1
31261792;5509;62,9
33875665;5505;34,2
33875665;5507;7,7
31158993;5509;34,9
30112229;5508;7,6
30112293;5509;17,0
33993769;5516;26,4
33993769;5508;44,9
33993769;5509;28,2
33993769;5500;44,5
29185723;5507;8,1
29185723;5508;44,5
29185723;5505;56,3
29194047;5509;22,8
29194079;5509;13,2
29194079;5507;3,1
29194079;5505;11,7
29194151;5508;22,2
29193742;5507;19,5
29193742;5505;28,9
29193742;5509;12,6
31164325;5509;20,2
31668429;5508;8,9
31668429;5509;27,4
29188452;5509;30,1
29188452;5508;30,4
29188452;5505;15,8
29186766;5508;22,1
29186787;5508;23,2
29187067;5505;28,6
29187067;5508;38,5
29187067;5509;34,9
29187116;5505;23,7
29187116;5507;4,5
29187116;5508;29,4
29187116;5509;30,2
29187283;5509;16,5
29187283;5505;15,2
29187283;5508;36,1
29184273;5508;21,4
34054760;5505;27,0
34054760;5500;128,7
29186690;5518;10,6
29194391;5518;113,4
29187045;5518;13,5
29187140;5518;37,5
29211846;5518;40,0
29194246;5509;3,0
29194246;5508;26,2
29194281;5508;37,6
29183533;5510;6,0
29183533;5508;2,8
29183533;5509;7,8
29186104;5507;14,3
29186104;5508;21,4
29186104;5509;31,2
29186104;5505;27,5
29195280;5509;18,9
29195280;5505;18,0
29195280;5507;7,3
29195280;5508;23,9
29195472;5508;4,0
29195560;5508;14,5
29202566;5508;69,7
29184589;5505;24,0
29186422;5508;64,5
29186461;5509;30,7
29186461;5508;12,2
29186547;5505;21,0
29186547;5509;12,0
29186568;5507;6,0
29186568;5508;4,5
29186568;5505;36,0
29185282;5508;9,0
29185078;5507;10,2
29185078;5505;16,0
29185078;5510;24,0
29184724;5508;58,0
29184724;5509;38,0
29186952;5505;16,4
29200834;5505;17,9
29200834;5508;17,9
29200712;5509;6,0
29200712;5508;20,0
29212166;5508;14,0
29212534;5509;7,0
29202096;5516;73,2
29202096;5509;6,6
29188104;5505;17,5
29188104;5509;43,8
34037733;5500;104,2
34037735;5511;38,5
34029049;5515;96,4
34029049;5509;16,1
34029049;5500;96,5
28543266;5509;7,8
29202310;5508;15,0
29202345;5509;5,7
29202345;5508;6,3
31367109;5508;8,5
29202991;5505;13,6
29202875;5508;28,4
29210995;5509;5,0
29210995;5505;20,0
29211915;5509;4,0
29211915;5508;89,0
29211915;5505;20,0
29183404;5508;2,0
29202499;5508;15,8
29202499;5509;13,7
29202499;5505;14,4
30485033;5508;6,0
30485033;5509;3,1
29197139;5509;6,0
29197346;5505;15,9
29197346;5508;29,9
29197551;5508;12,6
31449095;5508;26,8
29202759;5509;3,5
29211857;5509;19,1
29211857;5508;70,2
31743876;5508;8,8
31743876;5507;3,6
31743876;5509;4,0
31743876;5505;71,9
31743876;5510;5,4
29212016;5508;25,0
29212091;5505;18,0
29212091;5508;12,0
29212091;5509;12,0
29202604;5508;3,7
29202619;5508;33,1
29202624;5507;7,4
29202624;5508;28,3
29202624;5505;22,3
29202624;5509;23,9
29184798;5511;82,4
29185313;5509;23,0
29197715;5505;12,8
29197715;5508;16,3
29200759;5509;7,1
29200759;5508;19,1
29193692;5509;38,5
29193692;5508;48,5
29187716;5505;15,3
29187479;5509;9,0
29187479;5508;33,3
29187479;5505;47,4
34006192;5507;13,3
34006192;5500;157,1
34006192;5513;19,4
34006174;5511;59,0
31973360;5509;15,5
31973360;5505;28,7
29201546;5518;9,3
29201545;5518;4,8
29201544;5508;4,4
33917726;5508;47,7
34000945;5509;72,5
34000945;5505;204,9
34000945;5500;134,9
34000945;5513;16,3
29212549;5509;5,5
29212549;5508;52,4
29212549;5505;25,4
29212598;5508;25,0
29212334;5508;15,9
29212416;5508;35,3
29212416;5507;2,7
31472539;5505;24,0
31472539;5508;3,0
31472539;5509;12,0
29189945;5505;15,0
29189945;5507;6,0
29189950;5509;10,9
29187893;5509;15,0
29187893;5507;9,0
29187893;5508;5,0
29187263;5505;21,0
29187263;5508;37,2
29187263;5509;8,0
29187327;5509;26,8
29187327;5505;16,9
29187327;5508;44,0
29187373;5507;3,0
29187426;5508;43,7
29187426;5509;13,1
29187426;5505;37,9
29185763;5509;18,3
29185763;5505;14,4
29185763;5508;19,9
29188705;5505;43,2
29188705;5508;38,7
29194878;5508;11,3
29194933;5509;10,9
29194933;5510;7,0
29195059;5505;44,5
34042701;5509;21,0
34042701;5500;105,5
29202250;5508;46,7
29202307;5508;4,6
29197139;5507;13,9
29184611;5508;44,4
29184516;5508;18,0
29184516;5509;5,1
29186833;5509;16,4
29186833;5505;13,2
29186833;5510;6,9
29186833;5508;35,5
29193544;5508;71,2
29185193;5505;20,0
29185193;5508;120,0
29185351;5508;34,8
29185420;5508;138,2
29185420;5505;20,6
29188626;5509;9,3
29188626;5508;52,6
29188626;5505;22,7
29188705;5507;9,2
29201595;5505;26,3
29201595;5508;40,7
29201826;5509;6,7
29201826;5508;6,8
29201971;5508;93,0
29201971;5509;13,0
29195738;5505;18,9
29195738;5509;11,2
29195738;5508;31,8
30485008;5509;3,1
29186590;5505;15,0
29186590;5508;50,9
29184817;5509;16,2
29184817;5507;17,3
29184817;5505;29,8
29184817;5508;38,1
29185006;5508;20,6
29185006;5505;14,3
29183863;5508;21,4
29194185;5505;21,6
29183275;5508;28,0
29183289;5508;10,9
29183289;5509;36,0
29194185;5508;27,0
29194185;5507;8,0
29194186;5509;3,0
29194186;5505;20,0
29194820;5505;31,2
29194820;5509;23,4
29184830;5518;13,7
29197332;5518;13,5
29196628;5518;15,8
29201697;5518;211,0
29187119;5518;25,8
29202840;5508;9,6
29185044;5518;88,7
30113807;5508;9,6
29193990;5518;123,7
29186364;5518;8,0
29186747;5518;26,7
31268624;5511;35,0
31462229;5505;20,0
29197619;5518;30,0
29185719;5518;6,7
29185433;5518;2,0
31656197;5518;82,7
29193845;5518;34,4
29186533;5509;21,0
29186533;5507;4,8
29185231;5508;60,0
29184768;5508;20,0
29184846;5509;22,5
29184855;5505;16,1
29184855;5509;9,4
29194101;5518;12,0
29189517;5509;4,5
29189517;5508;24,6
29189517;5507;4,5
29189742;5505;34,9
29189742;5507;11,1
29189742;5508;10,4
29200742;5505;22,0
29200742;5507;10,2
29200742;5509;10,0
29200742;5508;55,3
31467270;5510;64,6
31317971;5518;8,2
29189765;5518;8,0
29195449;5518;43,3
29195867;5518;1,8
29184817;5518;31,4
29188136;5508;18,3
29188136;5509;20,6
29185792;5518;58,6
29188580;5518;30,5
29188599;5518;43,2
29196846;5518;9,1
29185956;5518;84,9
29196703;5518;11,6
29185721;5518;4,3
29184623;5511;59,2
29184624;5500;106,8
29184624;5505;44,2
29184624;5507;8,7
29184624;5508;32,6
29184624;5509;35,5
29184624;5513;13,9
29184624;5515;11,8
29184624;5516;93,5
29212126;5518;75,7
31544260;5505;15,5
31544284;5508;22,6
31544284;5509;11,8
31649414;5518;70,2
29194038;5508;3,0
29193802;5509;6,0
29194738;5517;20,0
31320819;5518;44,2
29185508;5508;15,4
29186875;5510;5,1
29186875;5505;17,8
29186875;5509;15,0
29186875;5508;26,3
29186616;5507;10,3
29186814;5510;8,9
29186814;5509;3,7
29186973;5509;18,1
29186973;5507;6,1
29186976;5508;6,0
29187150;5509;18,1
29210835;5517;17,0
29188631;5507;3,9
29188631;5505;21,7
29188631;5509;7,0
29188640;5509;17,6
29188427;5508;22,1
29188565;5508;2,0
29188565;5509;12,0
29188592;5509;21,2
29188592;5505;21,0
29188592;5507;3,6
29195517;5505;59,0
29195517;5510;12,0
29195517;5508;65,4
29195517;5509;4,0
29195169;5505;35,1
29195169;5508;14,0
29195169;5509;20,4
29194332;5505;15,6
29194332;5508;13,5
29195806;5509;10,0
29195806;5508;26,5
29195806;5505;18,7
31367074;5508;8,8
31261808;5509;12,6
29187406;5509;19,2
29183999;5509;3,0
29183999;5508;19,4
31973360;5508;13,3
29201488;5508;23,8
29201099;5505;22,5
29201099;5509;5,3
29201099;5508;37,5
29201099;5507;11,4
29201125;5508;62,8
31223721;5509;42,2
31223721;5510;14,0
29187395;5508;34,1
29187395;5509;10,3
29187395;5505;16,7
29185811;5505;28,1
29185811;5509;2,1
29185811;5508;54,3
29186046;5509;36,9
29186046;5508;25,8
29186046;5505;42,4
29197128;5505;22,6
29197128;5509;17,2
29197128;5508;48,8
29195231;5516;105,0
29195237;5505;15,7
29195237;5510;4,2
29195237;5509;5,0
29195237;5508;21,7
29197007;5509;31,8
29197007;5505;17,3
29197007;5508;17,6
33876676;5505;63,0
33876676;5507;7,7
33876676;5508;55,5
33876676;5509;56,0
33876676;5516;83,8
29202057;5508;27,4
29202057;5505;30,0
29201630;5508;29,9
29195310;5505;25,4
29195310;5508;35,2
29195310;5509;27,5
29195469;5508;25,0
29195469;5509;13,5
31261802;5509;12,5
30113836;5509;52,9
30113836;5508;62,5
30113850;5508;22,0
29201841;5505;18,5
29201841;5508;14,1
29201841;5509;19,9
29195942;5508;20,9
29194846;5510;4,7
29194846;5509;5,0
29184535;5508;73,2
29184535;5505;32,8
29184535;5509;24,3
29186814;5505;23,7
31443380;5511;58,7
29201276;5507;10,2
29201276;5510;17,2
30484738;5509;3,1
30484738;5508;5,6
30484883;5508;1,8
30112249;5505;14,4
29185636;5510;2,5
29187488;5508;32,0
29187488;5505;31,0
29188481;5505;32,0
29188481;5508;30,0
29194585;5508;6,1
29188394;5508;42,4
29188403;5508;6,4
29188403;5509;1,6
29188456;5509;12,3
29188456;5505;15,0
29188465;5505;19,0
29186747;5509;12,0
29186781;5505;22,9
29186781;5507;11,3
29186781;5508;107,1
29188495;5509;19,5
29188495;5508;13,4
29188495;5505;43,3
29187453;5508;5,0
29185636;5509;5,0
29185636;5508;22,3
30113834;5508;12,0
29203023;5509;23,4
29203023;5505;14,2
29203023;5507;7,5
29203023;5508;12,3
29201235;5508;58,5
29201235;5509;8,0
31208729;5505;37,4
31208729;5509;24,3
31208729;5510;7,3
31208729;5508;39,9
31208729;5507;8,9
29184788;5505;24,3
30113162;5508;14,2
30113162;5509;5,5
30113162;5510;5,5
29202556;5509;16,2
29202556;5508;36,4
29202556;5510;12,4
29193856;5508;65,5
29203113;5509;6,0
29203113;5507;3,0
29203113;5505;16,9
29203113;5508;46,1
29187267;5508;3,4
29185644;5509;7,7
29185644;5505;22,1
29188574;5508;37,0
29194826;5505;25,6
29194909;5509;4,7
29194909;5508;24,6
29194931;5508;15,0
29194338;5505;18,1
29194338;5509;11,1
29194338;5508;12,6
29196410;5509;46,9
29196410;5505;42,0
29185982;5508;30,0
29186068;5505;16,4
29186068;5509;15,0
29189424;5505;14,4
29189424;5508;6,5
29189980;5509;4,0
29187972;5508;30,0
29194068;5508;17,2
29186321;5505;35,0
29186321;5508;48,0
29186321;5509;13,0
29187765;5508;11,4
29196703;5508;55,5
29196846;5508;5,1
29193597;5508;68,9
29200840;5508;20,2
29200985;5505;25,6
29200985;5509;12,0
29201023;5509;10,0
29193624;5508;41,8
29193666;5508;6,6
29193666;5509;5,0
29200515;5508;31,6
29184036;5508;24,4
29184036;5509;14,9
29184036;5505;18,1
29184758;5510;20,7
29184758;5509;31,2
29184758;5505;20,0
29201235;5505;17,0
29184600;5508;21,7
29186845;5508;39,1
29185295;5508;17,6
29201235;5507;1,5
29202091;5509;4,6
29202091;5508;45,9
31367068;5508;11,7
29201985;5509;10,0
29197588;5505;23,2
29197588;5508;18,8
29202175;5508;8,0
29211808;5509;17,9
29211808;5508;30,7
29212188;5508;70,1
29212188;5507;16,9
29212609;5509;1,7
29212609;5505;20,8
29212609;5508;37,6
29212009;5505;36,9
29212009;5508;22,6
29212009;5507;8,7
31208251;5508;11,5
31208251;5510;5,4
31208466;5505;27,0
31208466;5508;111,2
29184788;5509;11,6
29185073;5505;17,2
29185073;5509;21,8
29185073;5507;16,0
29185073;5508;31,8
29184699;5508;7,6
29186878;5505;22,6
29186878;5508;10,0
29188367;5505;12,7
29188367;5509;10,2
29188367;5508;23,6
29188375;5505;15,4
29188375;5507;6,0
29188375;5509;15,6
29188375;5508;19,6
29186598;5508;2,0
29185684;5508;68,8
29185684;5505;18,2
29185684;5509;29,9
29187267;5509;1,5
29183867;5509;2,0
29183973;5509;3,0
29185769;5509;10,3
29185769;5508;10,6
29185816;5508;51,9
29185816;5505;52,2
29185816;5509;55,1
29196175;5507;1,8
29196175;5510;4,7
29196175;5508;52,2
29194550;5509;28,7
31166153;5508;21,5
31370477;5509;6,0
29183877;5508;17,5
29183922;5510;10,5
29183922;5508;13,0
29194207;5517;5,6
29195813;5505;26,2
29195813;5507;5,0
29194545;5509;9,7
29194545;5508;39,8
29194545;5505;20,6
29196657;5508;7,4
30113846;5508;18,0
30112360;5508;10,8
31272049;5505;22,4
31272049;5508;18,0
29184494;5508;9,3
29186815;5509;14,6
29186815;5505;13,5
29186815;5507;8,9
29184786;5510;19,3
29186419;5505;36,0
29186419;5508;26,9
29186434;5508;55,5
29186470;5505;18,8
29186470;5509;5,3
29184406;5509;6,3
29187887;5510;1,5
29187887;5507;20,0
29187887;5508;12,0
29194838;5516;10,0
29194838;5500;25,0
29194838;5507;15,0
29188048;5509;3,2
29188048;5510;5,6
29184668;5509;5,6
29184668;5508;12,1
29184697;5508;108,0
29185410;5505;21,1
29185410;5509;9,4
29185587;5508;13,0
29185587;5510;11,9
29186885;5509;21,6
29186885;5508;45,4
34063746;5500;118,2
29187058;5507;8,0
29187058;5509;3,9
29188774;5508;27,8
29187476;5509;18,7
29187476;5505;60,1
29187476;5508;37,0
29184004;5509;19,0
29184004;5505;20,9
29184004;5508;20,0
29212128;5508;8,5
29202356;5507;23,4
29202369;5509;27,3
29202369;5508;53,2
29195300;5505;19,0
29195300;5508;17,4
29202467;5509;7,2
29202467;5508;27,7
29196950;5509;26,3
29201582;5509;21,0
29201163;5505;12,0
29201163;5508;32,3
29201787;5509;28,0
29201787;5505;25,8
29196955;5509;12,0
29196955;5508;8,1
29196955;5507;4,7
29195041;5509;4,9
29195041;5505;30,0
29195041;5508;4,5
29196395;5509;8,8
29196395;5508;48,7
29185988;5509;5,0
29185988;5508;32,0
29185852;5508;37,2
29185852;5509;31,7
29185852;5505;22,6
29185852;5507;18,7
29196193;5509;16,5
29196193;5505;20,4
29196193;5508;25,0
29196219;5508;65,0
29196219;5509;24,0
29196219;5505;18,0
29196339;5505;16,8
29196339;5508;23,0
29196339;5509;20,0
29196724;5508;4,0
29195251;5505;15,1
29195251;5509;17,3
29197469;5509;50,0
29197469;5507;8,7
29188004;5508;77,0
29188004;5509;19,0
29188048;5508;36,3
29193878;5508;28,2
29193878;5509;14,3
29193878;5505;22,0
29193923;5505;30,0
29193923;5508;13,0
29193923;5509;47,0
34049730;5507;20,2
34049730;5500;138,1
29195775;5508;33,0
29195813;5509;11,2
29201989;5509;31,0
29201989;5508;41,0
29212198;5508;53,8
29212624;5505;38,9
29212624;5509;39,0
29212624;5508;38,4
29212323;5508;51,1
29212323;5509;9,1
29212344;5509;10,0
29212344;5508;60,3
29202356;5508;109,3
29202356;5505;38,5
29202356;5509;32,4
29211831;5508;5,0
29211675;5505;44,9
29202902;5509;15,0
29202902;5508;28,0
29211675;5508;32,0
30112290;5505;39,0
30112290;5509;27,4
30112290;5507;26,4
31254369;5508;18,8
29212495;5508;8,1
29212495;5505;28,4
29212495;5509;15,9
29195609;5508;8,4
29195609;5505;12,1
29202529;5508;47,3
29202560;5508;16,0
31885291;5507;6,0
29193487;5508;17,9
29193487;5509;10,0
29201344;5505;15,3
29201344;5510;10,4
29201344;5508;7,6
29201344;5509;26,1
29201044;5505;27,6
29201044;5508;58,7
29201044;5509;20,0
29201051;5508;29,4
29185699;5505;11,7
29185699;5508;7,4
29187346;5508;6,3
29187419;5507;6,0
29187419;5509;4,1
29187419;5505;35,9
29187419;5508;40,5
29187485;5508;21,9
29187485;5509;8,4
29187485;5505;29,0
29194178;5505;16,0
29194178;5507;10,0
29194178;5508;40,7
29194178;5509;53,0
29211297;5508;40,9
29211297;5509;5,2
29202908;5507;11,0
29202908;5509;7,0
29211908;5505;44,2
29211741;5508;10,0
29202671;5509;10,4
29202697;5507;17,1
29202697;5508;48,5
29212136;5508;95,2
29197684;5509;20,0
29183292;5505;12,0
29195100;5508;4,6
29195100;5510;12,0
29197246;5505;11,8
29197246;5508;54,4
29197246;5509;26,9
29197253;5508;15,0
29197284;5507;13,7
29197284;5509;30,9
29197284;5505;15,2
29197284;5508;21,3
29197370;5508;2,5
29197370;5505;38,7
29197370;5507;6,5
29197370;5509;25,7
29197417;5508;3,6
29197508;5505;23,7
29197508;5508;11,7
29183588;5508;6,0
29201461;5505;28,5
29201461;5509;10,9
29201241;5508;30,6
29201763;5509;7,2
29200968;5505;48,0
29185803;5508;19,0
29185803;5505;40,0
29185803;5509;22,9
29195982;5508;61,8
29196059;5508;32,4
29196059;5509;15,0
29194093;5505;29,2
29194093;5507;5,5
29194093;5508;33,7
29194093;5509;54,7
29196080;5505;40,0
29196265;5508;33,8
29196265;5509;3,0
29194423;5508;20,0
29195031;5509;16,5
29195031;5508;16,8
29194327;5508;4,0
29196076;5505;15,5
29196076;5509;16,4
29196076;5508;21,1
29196080;5509;45,0
29196080;5507;12,0
29196080;5508;21,0
29196875;5505;17,5
29196449;5509;12,0
29197684;5508;23,5
29195789;5508;6,7
29184275;5507;19,0
29187682;5510;9,1
29184556;5508;30,1
29186827;5510;3,7
29186827;5509;10,9
29184275;5509;14,9
29186672;5505;18,5
29186672;5507;4,0
29186672;5508;22,5
29186672;5509;19,0
29186310;5505;58,0
29186310;5509;24,0
29186310;5508;8,3
29184649;5509;6,2
29186493;5509;5,2
29186493;5505;17,6
29187077;5509;20,0
29211567;5505;19,6
29211567;5508;60,0
30113108;5505;18,7
30113108;5508;28,3
31317971;5505;27,0
31317971;5509;10,5
31317971;5508;17,6
29187646;5505;12,0
29187646;5509;17,0
29187646;5508;50,0
31208252;5508;11,5
31208252;5510;6,8
31498497;5508;9,3
31498497;5509;2,5
29185736;5507;7,0
29185736;5509;7,0
29185736;5508;31,0
30112244;5507;3,8
30112244;5509;31,7
30112244;5505;39,0
30112244;5508;117,8
30112302;5508;4,1
30113119;5508;1,2
31249492;5509;5,9
29201166;5509;13,2
29201166;5505;41,3
29201207;5505;29,9
29201207;5508;55,9
29212088;5509;4,7
29212105;5505;14,0
29212105;5509;41,0
29188313;5505;21,0
29202220;5505;13,0
29202220;5509;4,0
29201936;5508;9,6
29202065;5509;7,7
29202065;5508;3,5
29201282;5508;12,7
29201282;5509;9,0
29185939;5508;29,3
29185939;5505;31,6
29188138;5508;11,1
29188138;5510;10,1
29188138;5509;43,6
29193845;5509;9,6
29194395;5509;27,9
29194395;5508;19,7
29194395;5505;17,0
29185800;5508;9,5
29194448;5509;1,2
29194448;5508;52,1
29194988;5509;12,1
29194988;5508;45,5
29186135;5509;4,7
29186135;5507;4,2
29186268;5510;4,6
29186268;5508;74,8
29196739;5509;3,7
29196739;5505;18,3
31983689;5508;12,5
31983689;5509;6,0
29197366;5509;7,8
29197033;5507;5,0
29187389;5509;11,2
31983689;5505;17,4
29200766;5508;14,9
29193700;5505;24,0
29200505;5508;17,9
29212308;5505;12,0
29212308;5508;68,0
29212472;5505;60,0
29189616;5505;18,7
29189616;5509;28,5
29189616;5508;37,8
29189769;5509;3,8
29189769;5508;20,5
29189769;5507;12,6
29188103;5508;16,7
29188106;5508;26,5
29188106;5507;16,5
29188106;5509;5,0
29187128;5509;10,0
29187280;5509;20,0
29187280;5507;16,5
29187280;5505;19,2
29185697;5509;36,0
29186413;5508;32,0
29186579;5509;3,0
29186579;5505;30,5
29186579;5508;12,2
29185234;5508;5,0
29185234;5509;5,0
29185271;5505;38,5
31973360;5518;121,9
29185271;5508;35,2
29184830;5505;24,5
29184830;5508;38,6
29184830;5509;4,0
29187065;5509;11,4
29185016;5505;21,5
29185016;5508;32,5
29185123;5508;40,0
29188400;5509;14,8
29188400;5505;33,6
29188444;5510;8,0
29188444;5505;21,5
29187065;5508;22,7
29187040;5509;6,5
29187040;5508;28,1
29187128;5510;4,5
29187128;5505;18,9
31248336;5508;51,6
31885291;5509;24,0
31885291;5508;12,0
29189694;5505;21,9
29189694;5509;3,3
