FID;ENOTA;HS_MID;HS;HD;LABELA;UL_MID;NA_MID;OB_MID;PT_MID;PO_MID;D_OD;DV_OD;STATUS;Y_C;X_C
221951;HS;19127770;20;;20;16184926;10092752;11026826;21429392;10252750;2004-01-07;2004-01-07;V;576564;171187
222330;HS;11590683;30;;30;16184900;10092752;11026826;21429392;10252610;2003-02-12;2003-02-12;V;575720;170863
224048;HS;19122280;21;A;21A;16275662;10092817;11026826;21429392;10252725;2000-02-01;2000-02-01;V;575436;170738
224511;HS;19126099;20;A;20A;16276286;10093414;11026826;21429392;10252997;2002-08-06;2002-08-06;V;571109;167897
226187;HS;19137376;2;A;2A;16275492;10092639;11026826;21429392;10252962;2016-06-16;2016-06-16;V;573223;168432
227592;HS;19127966;28;B;28B;16184829;10092752;11026826;21429392;10257239;2016-06-09;2016-06-09;V;577152;169474
227939;HS;19137481;37;;37;16184926;10092752;11026826;21429392;10257182;2016-09-12;2016-09-12;V;576736;170960
228827;HS;19122301;136;;136;16275565;10092698;11026826;21429392;10252814;2000-02-09;2000-02-09;V;575954;167751
228835;HS;19122255;21;C;21C;16276286;10093414;11026826;21429392;10252997;2000-01-13;2000-01-13;V;571068;167940
229560;HS;19130983;26;;26;16184721;10092752;11026826;21429392;10253110;2008-09-11;2008-09-11;V;576150;170263
230083;HS;19119947;78;A;78A;16276286;10093414;11026826;21429392;10252997;1999-03-24;1999-03-24;V;570494;167442
230135;HS;19119823;1;A;1A;16276065;10093198;11026826;21429392;10256836;1999-01-14;1999-01-14;V;577200;167154
230302;HS;11588077;12;;12;16184799;10092752;11026826;21429392;10253284;2008-12-03;2008-12-03;V;575975;171413
230348;HS;19131254;20;E;20E;16275956;10093082;11026826;21431745;19129179;2008-12-16;2008-12-16;V;578449;168646
230412;HS;19131289;19;E;19E;16275662;10092817;11026826;21429392;10252725;2008-12-29;2008-12-29;V;575555;170359
230682;HS;11588093;14;;14;16184799;10092752;11026826;21429392;10253284;2008-12-03;2008-12-03;V;575965;171423
230717;HS;19131262;22;A;22A;16275891;10093023;11026826;21432237;10255228;2008-12-17;2008-12-17;V;570877;164861
231130;HS;11588000;6;;6;16184799;10092752;11026826;21429392;10253284;2008-12-03;2008-12-03;V;575995;171377
231131;HS;11588042;10;;10;16184799;10092752;11026826;21429392;10253284;2008-12-03;2008-12-03;V;575979;171401
231132;HS;11588115;16;;16;16184799;10092752;11026826;21429392;10253284;2008-12-03;2008-12-03;V;575961;171433
231453;HS;19130355;28;A;28A;16275735;10092868;11026826;21432237;10252776;2007-07-04;2007-07-04;V;574163;165243
231676;HS;19130797;1;C;1C;16276456;10093597;11026826;21429392;10252890;2008-05-22;2008-05-22;V;570365;166599
233034;HS;19130533;7;A;7A;16276014;10093155;11026826;21429392;10252695;2007-11-26;2007-11-26;V;575952;169683
233156;HS;19130851;4;A;4A;16276073;10093201;11026826;21429392;10252806;2008-06-27;2008-06-27;V;575667;166993
233866;HS;19130886;21;D;21D;16276286;10093414;11026826;21429392;10252997;2008-07-14;2008-07-14;V;571012;167893
234167;HS;19131173;2;A;2A;16275565;10092698;11026826;21429392;10256844;2008-11-11;2008-11-11;V;576627;169457
234912;HS;19131599;7;B;7B;16276006;10093147;11026826;21432237;10255201;2009-07-01;2009-07-01;V;572210;163062
234954;HS;11618375;68;;68;16276103;10093236;11026826;21428353;19127451;2013-10-28;2013-10-28;V;569434;169123
235876;HS;11638198;14;;14;16276359;10093481;11026826;21432237;10255180;2014-11-27;2014-11-27;V;575255;162939
237090;HS;19135977;18;B;18B;16275956;10093082;11026826;21431745;19129179;2014-03-24;2014-03-24;V;578511;168723
238288;HS;11596207;29;;29;16275662;10092817;11026826;21429392;10252725;2012-01-31;2012-01-31;V;575144;170514
238702;HS;11604455;34;;34;16275832;10092973;11026826;21432237;10255279;2009-06-03;2009-06-03;V;573232;162155
239123;HS;19131521;123;A;123A;16276146;10093287;11026826;21429392;10252580;2009-06-03;2009-06-03;V;573468;168723
239124;HS;11635369;44;A;44A;16276286;10093414;11026826;21429392;10253004;2009-06-03;2009-06-03;V;572338;167629
239131;HS;11598862;15;;15;16275735;10092868;11026826;21432237;10252776;2009-07-06;2009-07-06;V;574255;164929
240322;HS;19133982;2;B;2B;16275565;10092698;11026826;21429392;10256844;2011-08-31;2011-08-31;V;576685;169489
253954;HS;19129519;29;;29;16276006;10093147;11026826;21432237;10255201;2006-07-27;2006-07-27;V;572172;163037
254233;HS;19129969;16;;16;16184829;10092752;11026826;21429392;10257204;2007-02-01;2007-02-01;V;576661;169941
255302;HS;11609627;22;;22;16275956;10093082;11026826;21431745;19129179;2006-04-18;2006-04-20;V;578459;168795
255303;HS;11609635;23;;23;16275956;10093082;11026826;21431745;19129179;2006-04-18;2006-04-20;V;578433;168811
255304;HS;11609643;24;;24;16275956;10093082;11026826;21431745;19129179;2006-04-18;2006-04-20;V;578407;168828
255542;HS;11609651;25;;25;16275956;10093082;11026826;21431745;19129179;2006-04-18;2006-04-20;V;578365;168855
255543;HS;11609660;26;;26;16275956;10093082;11026826;21431745;19129179;2006-04-18;2006-04-20;V;578340;168870
255544;HS;11609678;27;A;27A;16275956;10093082;11026826;21431745;19129179;2006-04-18;2006-04-20;V;578259;168868
255545;HS;11609694;28;;28;16275956;10093082;11026826;21431745;19129179;2006-04-18;2006-04-20;V;578241;168906
255546;HS;11609716;30;A;30A;16275956;10093082;11026826;21431745;19129179;2006-04-18;2006-04-20;V;578308;168717
255547;HS;19122166;35;A;35A;16275956;10093082;11026826;21431745;19129179;2006-04-18;2006-04-20;V;578396;168592
255573;HS;19129624;13;A;13A;16276464;10093619;11026826;21429392;10252784;2006-09-01;2006-09-01;V;575137;167124
255600;HS;19129136;6;A;6A;16276197;10093333;11026826;21432237;10252938;2006-04-13;2006-04-13;V;571763;165125
255789;HS;19129675;38;A;38A;16276006;10093147;11026826;21432237;10255201;2006-09-20;2006-09-20;V;572047;163052
258552;HS;19117952;11;;11;16185230;10092752;11026826;21429392;10252687;1997-10-04;1997-10-14;V;575374;171140
259184;HS;19118282;37;A;37A;16275662;10092817;11026826;21429392;10252725;1997-10-22;1997-10-23;V;574258;170408
261096;HS;19129705;11;A;11A;16184918;10092752;11026826;21429392;10253250;2006-10-03;2006-10-03;V;575899;171029
261976;HS;19129985;41;B;41B;16275735;10092868;11026826;21432237;10252776;2007-02-09;2007-02-09;V;574472;165421
262004;HS;16390976;16;;16;16184934;10092752;11026826;21429392;10253217;2007-01-18;2007-01-18;V;576115;170949
262373;HS;19130029;19;C;19C;16276286;10093414;11026826;21429392;10253004;2007-02-21;2007-02-21;V;571296;167921
262614;HS;19129918;16;A;16A;16184934;10092752;11026826;21429392;10253217;2007-01-18;2007-01-18;V;576118;170951
262969;HS;16403806;16;B;16B;16184934;10092752;11026826;21429392;10253217;2007-01-18;2007-01-18;V;576123;170955
264755;HS;19129659;11;A;11A;16276049;10093171;11026826;21432237;10259371;2006-09-08;2006-09-08;V;577132;162744
264764;HS;11598447;19;;19;16275719;10092841;11026826;21432237;10255287;2007-05-09;2007-05-09;V;573979;161089
265323;HS;19129900;6;A;6A;16276308;10093449;11026826;21432237;10255015;2007-01-18;2007-01-18;V;575669;161910
266008;HS;19137414;3;A;3A;16275956;10093082;11026826;21429392;10257247;2016-07-14;2016-07-14;V;577333;169735
266844;HS;19129071;18;B;18B;16276014;10093155;11026826;21429392;10638950;2006-03-16;2006-03-16;V;575823;169813
266875;HS;19136949;6;B;6B;16276308;10093449;11026826;21432237;10255015;2015-09-29;2015-09-29;V;575457;161766
266882;HS;11635261;38;;38;16276286;10093414;11026826;21429392;10253004;2016-06-13;2016-06-13;V;571774;167772
267521;HS;11636373;3;C;3C;16276308;10093449;11026826;21432237;10255015;2010-03-11;2010-03-11;V;574551;161564
267811;HS;19135519;48;A;48A;16276146;10093287;11026826;21429392;10253012;2013-12-20;2013-12-20;V;574084;170027
267813;HS;19135004;17;A;17A;16276103;10093236;11026826;21429392;10253144;2013-05-13;2013-05-13;V;572046;168945
267852;HS;11605362;24;;24;16275875;10093007;11026826;21429392;10252954;2014-02-28;2014-02-28;V;572976;167078
268173;HS;11583784;178;;178;16275565;10092698;11026826;21429392;10252849;2014-03-17;2014-03-17;V;575288;168122
268183;HS;11609350;6;;6;16275956;10093082;11026826;21431745;19129179;2016-01-18;2016-01-18;V;578325;168920
268235;HS;11642977;16;;16;16276456;10093597;11026826;21429392;10252890;2013-02-25;2013-02-25;V;569695;166991
269095;HS;11629105;14;;14;16276197;10093333;11026826;21432237;10252938;2006-04-06;2006-04-06;V;571838;164851
269182;HS;11584144;210;;210;16275565;10092698;11026826;21429392;10252849;2015-11-24;2015-11-24;V;575244;168831
269419;HS;19129128;11;A;11A;16276227;10093350;11026826;21429392;10252920;2006-04-04;2006-04-04;V;574300;166159
269750;HS;19128652;7;;7;16276197;10093333;11026826;21432237;10252938;2006-04-06;2006-04-06;V;571723;165117
270601;HS;11596339;39;;39;16275662;10092817;11026826;21429392;10252725;2012-07-12;2012-07-12;V;574143;170399
270607;HS;19136337;6;;6;16184993;10092752;11026826;21429392;19132765;2016-06-15;2016-06-15;V;576705;170665
272573;HS;19125068;6;A;6A;16276006;10093147;11026826;21432237;10255201;2001-05-28;2001-05-28;V;572403;163099
272897;HS;19125181;156;A;156A;16275565;10092698;11026826;21429392;10252814;2001-06-27;2001-06-27;V;575889;168324
272912;HS;19125203;34;A;34A;16276286;10093414;11026826;21429392;10253004;2001-06-29;2001-06-29;V;571981;167950
275467;HS;19124746;19;;19;16184934;10092752;11026826;21429392;10253268;2000-10-13;2000-10-16;V;576085;170972
275745;HS;19124738;18;;18;16184934;10092752;11026826;21429392;10253268;2000-10-13;2000-10-13;V;576076;170961
276544;HS;19125386;28;A;28A;16275565;10092698;11026826;21429392;10252814;2001-10-17;2001-10-17;V;576321;169133
277400;HS;11605451;29;A;29A;16275875;10093007;11026826;21429392;10252954;2013-11-22;2013-11-22;V;573426;166798
277401;HS;19119882;60;;60;16276464;10093619;11026826;21429392;10252857;2013-11-22;2013-11-22;V;573821;167069
278245;HS;19122140;27;A;27A;16275905;10093031;11026826;21429392;10253306;2014-09-30;2014-09-30;V;572991;169961
280557;HS;19135616;36;A;36A;16276073;10093201;11026826;21429392;10252806;2014-01-24;2014-01-24;V;576058;167585
281464;HS;19125866;15;;15;16185086;10092752;11026826;21429392;10253047;2002-09-23;2002-09-23;V;576479;171032
281465;HS;19125882;19;;19;16185086;10092752;11026826;21429392;10253047;2002-09-23;2002-09-23;V;576468;171041
282310;HS;19126277;32;;32;16275875;10093007;11026826;21429392;10252954;2002-10-23;2002-10-23;V;573322;166612
283716;HS;16551287;20;;20;16184934;10092752;11026826;21429392;10253268;2002-12-18;2002-12-18;V;576091;170976
286505;HS;19126056;126;A;126A;16276146;10093287;11026826;21429392;10252946;2002-07-22;2002-07-22;V;573427;168513
288122;HS;11605281;18;A;18A;16275875;10093007;11026826;21429392;10252954;2014-08-28;2014-08-28;V;572589;166147
288123;HS;11605206;12;;12;16275875;10093007;11026826;21429392;10252954;2014-08-28;2014-08-28;V;573183;165592
288892;HS;19135691;8;B;8B;16275735;10092868;11026826;21432237;10252776;2014-02-12;2014-02-12;V;574405;164720
288895;HS;19135705;19;A;19A;16276014;10093155;11026826;21429392;10638950;2014-02-14;2014-02-14;V;575880;169836
288924;HS;11594255;16;;16;16275620;10092779;11026826;21432237;10255023;2014-03-06;2014-03-06;V;574305;163406
288953;HS;11635229;36;A;36A;16276286;10093414;11026826;21429392;10253004;2014-12-18;2014-12-18;V;571737;167905
289078;HS;19125076;1;A;1A;16184713;10092752;11026826;21429392;10252687;2001-05-30;2001-05-30;V;575600;171138
289157;HS;19133966;44;A;44A;16276456;10093597;11026826;21429392;10252890;2011-08-29;2011-08-29;V;568658;166928
289198;HS;11590314;19;;19;16184896;10092752;11026826;21429392;10252636;2014-02-10;2014-02-10;V;576287;170556
289725;HS;11628958;2;A;2A;16276197;10093333;11026826;21432237;10252938;2014-01-02;2014-01-02;V;571273;165413
290017;HS;11620825;89;;89;16276146;10093287;11026826;21429392;10252946;2013-12-30;2013-12-30;V;573936;169419
290551;HS;19135594;93;B;93B;16276146;10093287;11026826;21429392;10252946;2014-01-22;2014-01-22;V;574135;169303
290808;HS;11616534;45;;45;16276073;10093201;11026826;21429392;10252806;2014-01-24;2014-01-24;V;576500;167505
291101;HS;19136825;42;C;42C;16276049;10093171;11026826;21432237;10259371;2015-07-29;2015-07-29;V;577698;163526
299691;HS;19136493;150;A;150A;16275565;10092698;11026826;21429392;10252822;2015-03-18;2015-03-18;V;575997;168548
301336;HS;11629229;23;;23;16276197;10093333;11026826;21432237;10252938;2010-01-29;2010-01-29;V;572239;164956
305353;HS;19127877;215;A;215A;16275565;10092698;11026826;21429392;10252849;2004-03-16;2004-03-17;V;574863;169362
305926;HS;19128245;10;A;10A;16275875;10093007;11026826;21429392;10252954;2004-11-04;2004-11-04;V;573276;165989
305936;HS;19128253;44;A;44A;16276464;10093619;11026826;21429392;10252784;2004-11-04;2004-11-04;V;574065;166846
306069;HS;19120139;45;B;45B;16275905;10093031;11026826;21429392;10253306;1999-08-25;1999-08-25;V;572386;169744
306071;HS;19120147;76;A;76A;16276286;10093414;11026826;21429392;10252997;1999-08-25;1999-08-25;V;570924;167694
306201;HS;19135900;40;A;40A;16276073;10093201;11026826;21429392;10252806;2014-02-28;2014-02-28;V;576307;167489
306923;HS;11583601;160;;160;16275565;10092698;11026826;21429392;10252822;2004-06-04;2004-06-04;V;575846;168441
308374;HS;19129845;50;A;50A;16276014;10093155;11026826;21429392;10252709;2007-01-03;2007-01-03;V;575625;170255
308629;HS;19130592;42;B;42B;16276049;10093171;11026826;21432237;10259371;2008-01-22;2008-01-22;V;577664;163549
309015;HS;19130746;1;A;1A;16275891;10093023;11026826;21432237;10255228;2008-05-06;2008-05-06;V;572032;163880
309516;HS;19130622;40;;40;16184926;10092752;11026826;21429392;10257182;2008-01-24;2008-01-24;V;576826;170922
309520;HS;19129446;38;;38;16184829;10092752;11026826;21429392;10257239;2008-01-29;2008-01-29;V;578047;169082
311412;HS;19129497;17;C;17C;16275832;10092973;11026826;21432237;10255279;2006-07-13;2006-07-13;V;572894;161672
312099;HS;11629237;24;;24;16276197;10093333;11026826;21432237;10252938;2008-01-25;2008-01-25;V;572229;164889
313410;HS;19130436;59;A;59A;16276286;10093414;11026826;21429392;10253004;2007-09-12;2007-09-12;V;572571;167092
313411;HS;11604064;2;;2;16275832;10092973;11026826;21432237;10255279;2007-09-12;2007-09-12;V;572041;161662
320448;HS;11613144;111;;111;16276006;10093147;11026826;21432237;10255210;2014-02-19;2014-02-19;V;570686;163565
320854;HS;11604145;8;;8;16275832;10092973;11026826;21432237;10255279;2013-12-03;2013-12-03;V;572565;161447
322932;HS;11614337;21;;21;16276049;10093171;11026826;21432237;10259371;2015-06-23;2015-06-23;V;577452;162421
323217;HS;11643523;14;;14;16276464;10093619;11026826;21429392;10252784;2013-12-03;2013-12-03;V;575121;167177
324602;HS;19135934;43;A;43A;16275565;10092698;11026826;21429392;10252814;2014-03-04;2014-03-04;V;576414;169149
324604;HS;11635202;35;;35;16276286;10093414;11026826;21429392;10253004;2014-03-04;2014-03-04;V;571845;167834
325714;HS;11615902;6;B;6B;16276065;10093198;11026826;21429392;10256836;2014-02-19;2014-02-19;V;576946;167283
327530;HS;11588697;3;;3;16275956;10093082;11026826;21429392;19133648;2011-07-06;2011-07-15;V;577084;169857
327795;HS;11629296;31;;31;16276197;10093333;11026826;21432237;10252938;2013-12-16;2013-12-16;V;572780;164841
328497;HS;11636594;16;A;16A;16276308;10093449;11026826;21432237;10255015;2013-11-20;2013-11-20;V;575512;161323
328890;HS;11592112;2;;2;16185035;10092752;11026826;21429392;10252687;2000-04-05;2000-04-05;V;575289;171189
328891;HS;11592139;3;;3;16185035;10092752;11026826;21429392;10252687;2000-04-05;2000-04-05;V;575330;171163
328892;HS;11592155;5;;5;16185035;10092752;11026826;21429392;10252687;2000-04-05;2000-04-05;V;575289;171115
328893;HS;11592163;6;;6;16185035;10092752;11026826;21429392;10252628;2000-04-05;2000-04-05;V;575174;171082
330112;HS;11638988;56;;56;16276367;10093490;11026826;21432237;10255171;2010-12-08;2010-12-08;V;576258;163489
330145;HS;19136914;5;A;5A;16276456;10093597;11026826;21429392;10252890;2015-09-11;2015-09-11;V;570143;166893
331985;HS;19120082;6;E;6E;16275905;10093031;11026826;21429392;10253306;1999-07-19;1999-07-19;V;573576;170548
343077;HS;19130525;2;;2;16275565;10092698;11026826;21429392;10256844;2007-10-24;2007-10-24;V;576640;169431
344616;HS;19130789;112;A;112A;16276006;10093147;11026826;21432237;10255210;2008-05-22;2008-05-22;V;570642;163627
345488;HS;19130690;41;B;41B;16276286;10093414;11026826;21429392;10253004;2008-02-13;2008-02-13;V;572051;167821
346318;HS;11617662;2;;2;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;571838;169596
346319;HS;11617719;5;;5;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;572016;169355
346320;HS;11617735;7;;7;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;572006;169329
346321;HS;11617743;8;;8;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;572041;169282
346322;HS;11617778;11;;11;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;572051;169188
346323;HS;11617808;14;;14;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;572051;169033
346324;HS;11617816;15;;15;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;572046;169022
346325;HS;11617930;27;;27;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;571921;168492
346326;HS;11617972;31;;31;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;571764;168824
346327;HS;11618022;35;;35;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;571902;169006
346328;HS;11618057;37;;37;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;571839;168948
346329;HS;11618073;39;;39;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;571782;168944
346330;HS;11618103;43;;43;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;571647;169082
346331;HS;11618111;44;;44;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;571742;169063
346332;HS;11618162;49;;49;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;571597;169174
346333;HS;11618286;59;;59;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;570360;169165
346334;HS;11618332;64;;64;16276103;10093236;11026826;21429392;10253144;2016-06-02;2016-06-02;V;570110;169206
346337;HS;11619045;4;;4;16276120;10093252;11026826;21429392;10253039;2016-06-02;2016-06-02;V;574881;171269
346338;HS;11619487;47;;47;16276120;10093252;11026826;21429392;10253039;2016-06-02;2016-06-02;V;573670;171211
346339;HS;11619509;49;;49;16276120;10093252;11026826;21429392;10253039;2016-06-02;2016-06-02;V;573648;171194
346340;HS;11619517;50;;50;16276120;10093252;11026826;21429392;10253039;2016-06-02;2016-06-02;V;573617;171233
346341;HS;11619576;56;;56;16276120;10093252;11026826;21429392;10253039;2016-06-02;2016-06-02;V;573411;171288
346343;HS;11620868;93;;93;16276146;10093287;11026826;21429392;10252946;2016-06-02;2016-06-02;V;574094;169330
346344;HS;11620876;94;;94;16276146;10093287;11026826;21429392;10252946;2016-06-02;2016-06-02;V;574068;169330
346345;HS;11621040;110;;110;16276146;10093287;11026826;21429392;10252946;2016-06-02;2016-06-02;V;574272;168903
346346;HS;11621104;115;;115;16276146;10093287;11026826;21429392;10252946;2016-06-02;2016-06-02;V;573914;168752
346347;HS;11621180;122;;122;16276146;10093287;11026826;21429392;10252946;2016-06-02;2016-06-02;V;573582;168737
346348;HS;11621252;129;;129;16276146;10093287;11026826;21429392;10252946;2016-06-02;2016-06-02;V;573563;168360
346349;HS;11621627;16;;16;16276154;10093295;11026826;21429392;10252792;2016-06-02;2016-06-02;V;576435;166297
346350;HS;11621635;17;;17;16276154;10093295;11026826;21429392;10252792;2016-06-02;2016-06-02;V;576394;166278
346351;HS;11621732;27;;27;16276154;10093295;11026826;21429392;10252792;2016-06-02;2016-06-02;V;576177;166023
346394;HS;11628982;3;;3;16276197;10093333;11026826;21432237;10252938;2016-06-02;2016-06-02;V;571687;165631
346395;HS;11629032;8;;8;16276197;10093333;11026826;21432237;10252938;2016-06-02;2016-06-02;V;571681;165138
346396;HS;11629091;13;;13;16276197;10093333;11026826;21432237;10252938;2016-06-02;2016-06-02;V;571740;164875
346397;HS;11629113;15;;15;16276197;10093333;11026826;21432237;10252938;2016-06-02;2016-06-02;V;571917;164915
346398;HS;11629172;20;;20;16276197;10093333;11026826;21432237;10252938;2016-06-02;2016-06-02;V;572218;165269
346399;HS;11629300;32;;32;16276197;10093333;11026826;21432237;10252938;2016-06-02;2016-06-02;V;572890;164818
346401;HS;11630014;18;;18;16276227;10093350;11026826;21432237;19127338;2016-06-02;2016-06-02;V;573785;165670
346478;HS;11614370;25;;25;16276049;10093171;11026826;21432237;10259371;2013-01-23;2013-01-23;V;577754;162542
346491;HS;19136086;216;B;216B;16275565;10092698;11026826;21429392;10252849;2014-06-16;2014-06-16;V;575093;169183
347877;HS;19133273;52;A;52A;16276154;10093295;11026826;21429392;10252792;2011-02-03;2011-02-03;V;577448;166549
353271;HS;11621821;31;;31;16276154;10093295;11026826;21429392;10252792;2016-06-02;2016-06-02;V;576272;165658
353272;HS;11621937;37;;37;16276154;10093295;11026826;21429392;10252792;2016-06-02;2016-06-02;V;576189;165221
353273;HS;11621945;38;;38;16276154;10093295;11026826;21429392;10252792;2016-06-02;2016-06-02;V;576543;165367
353274;HS;11621988;42;;42;16276154;10093295;11026826;21429392;10252792;2016-06-02;2016-06-02;V;576457;165730
353275;HS;11622178;54;;54;16276154;10093295;11026826;21429392;10252792;2016-06-02;2016-06-02;V;577643;166659
353678;HS;19123626;17;A;17A;16184896;10092752;11026826;21429392;10252636;2000-07-13;2000-07-13;V;576272;170604
353754;HS;11620159;28;;28;16276146;10093287;11026826;21429392;10253012;2016-06-02;2016-06-02;V;574594;170098
353755;HS;11620175;30;;30;16276146;10093287;11026826;21429392;10253012;2016-06-02;2016-06-02;V;574451;170261
353756;HS;11620337;44;;44;16276146;10093287;11026826;21429392;10253012;2016-06-02;2016-06-02;V;574062;169681
353757;HS;11620574;68;A;68A;16276146;10093287;11026826;21429392;10252580;2016-06-02;2016-06-02;V;572972;169497
353758;HS;11620736;81;;81;16276146;10093287;11026826;21429392;10252580;2016-06-02;2016-06-02;V;573534;169349
353759;HS;11620809;87;;87;16276146;10093287;11026826;21429392;10252580;2016-06-02;2016-06-02;V;573812;169473
363724;HS;11617654;1;;1;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571804;169597
363725;HS;11617689;3;;3;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572103;169404
363726;HS;11617697;4;;4;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572058;169420
363727;HS;11617727;6;;6;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571950;169352
363728;HS;11617786;12;;12;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572060;169149
363729;HS;11617794;13;;13;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572055;169098
363730;HS;11617832;17;;17;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572052;168961
363731;HS;11617859;18;;18;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572044;168898
363732;HS;11617867;19;;19;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572212;168842
363733;HS;11617875;20;;20;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572064;168843
363734;HS;11617883;21;;21;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572060;168834
363735;HS;11617913;24;;24;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572267;168634
363736;HS;11617921;25;;25;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;572067;168648
363737;HS;11617948;28;;28;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571657;168667
363936;HS;11617956;29;;29;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571695;168681
363937;HS;11617964;30;;30;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571733;168737
363938;HS;11583318;133;;133;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;576393;167617
363939;HS;11583326;134;;134;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575936;167671
363940;HS;11583342;137;;137;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575926;167807
363941;HS;11583385;140;;140;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575923;167917
363942;HS;11583393;141;;141;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575921;167941
363943;HS;11583407;142;;142;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575922;167961
363944;HS;11583431;145;;145;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;576018;167967
363945;HS;11583458;147;;147;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;576003;167893
363946;HS;11583539;153;;153;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575932;168391
363947;HS;11583563;156;;156;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575875;168366
363948;HS;11583571;157;;157;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575855;168350
363949;HS;11583580;158;;158;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575833;168333
363950;HS;11583598;159;;159;16275565;10092698;11026826;21429392;10252814;1995-01-01;1995-01-01;V;575816;168318
363951;HS;11583610;161;;161;16275565;10092698;11026826;21429392;10252822;1995-01-01;1995-01-01;V;575841;168386
364160;HS;11583709;170;;170;16275565;10092698;11026826;21429392;10252822;1995-01-01;1995-01-01;V;575660;168529
364161;HS;11583717;171;;171;16275565;10092698;11026826;21429392;10252849;1995-01-01;1995-01-01;V;575579;168450
364162;HS;11583725;172;;172;16275565;10092698;11026826;21429392;10252849;1995-01-01;1995-01-01;V;575557;168461
364163;HS;11583750;175;;175;16275565;10092698;11026826;21429392;10252849;1995-01-01;1995-01-01;V;575342;168233
364164;HS;11590349;21;;21;16184896;10092752;11026826;21429392;10252652;1995-01-01;1995-01-01;V;576280;170538
364165;HS;11590357;22;;22;16184896;10092752;11026826;21429392;10252652;1995-01-01;1995-01-01;V;576247;170509
364166;HS;11590365;23;;23;16184896;10092752;11026826;21429392;10252652;1995-01-01;1995-01-01;V;576281;170515
364167;HS;11590373;24;;24;16184896;10092752;11026826;21429392;10252652;1995-01-01;1995-01-01;V;576245;170489
364168;HS;11590381;25;;25;16184896;10092752;11026826;21429392;10252652;1995-01-01;1995-01-01;V;576296;170523
364169;HS;11590403;27;;27;16184896;10092752;11026826;21429392;10252652;1995-01-01;1995-01-01;V;576298;170499
364170;HS;11590411;28;;28;16184896;10092752;11026826;21429392;10252652;1995-01-01;1995-01-01;V;576245;170449
364171;HS;11590420;29;;29;16184896;10092752;11026826;21429392;10252652;1995-01-01;1995-01-01;V;576282;170491
364172;HS;11590446;32;;32;16184896;10092752;11026826;21429392;10252652;1995-01-01;1995-01-01;V;576213;170427
