FID;ENOTA;HS_MID;HS;HD;LABELA;UL_MID;NA_MID;OB_MID;PT_MID;PO_MID;D_OD;DV_OD;STATUS;Y_C;X_C
416192;HS;11590985;3;;3;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576436;171250
416193;HS;11590993;4;;4;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576445;171123
416194;HS;11591035;7;;7;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576462;171197
416195;HS;11591043;8;;8;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576466;171081
416196;HS;11591051;9;;9;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576444;171226
416197;HS;11591078;13;;13;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576498;171211
416198;HS;11591086;15;;15;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576508;171233
416199;HS;11591094;17;;17;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576522;171265
416200;HS;11591108;19;;19;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576572;171225
416201;HS;11591116;21;;21;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576519;171167
416202;HS;11591124;23;;23;16184926;10092752;11026826;21429392;10252750;1995-01-01;1995-01-01;V;576581;171089
416203;HS;11591132;1;;1;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576153;170868
416204;HS;11591159;2;;2;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576164;170878
416205;HS;11591167;3;;3;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576172;170845
416206;HS;11591175;4;;4;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576182;170851
416207;HS;11591183;5;;5;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576197;170864
416208;HS;11591205;7;;7;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576203;170901
416209;HS;11591213;8;;8;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576209;170907
416210;HS;11591221;9;;9;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576221;170888
416211;HS;11591230;10;;10;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576235;170928
416212;HS;11591248;11;;11;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576222;170945
416213;HS;11591256;12;;12;16184934;10092752;11026826;21429392;10253217;1995-01-01;1995-01-01;V;576193;170965
416214;HS;11593585;2;;2;16185248;10092752;11026826;21429392;10257204;1995-01-01;1995-01-01;V;576538;170185
416215;HS;11593593;3;;3;16185248;10092752;11026826;21429392;10257212;1995-01-01;1995-01-01;V;576564;170239
416216;HS;11593607;4;;4;16185248;10092752;11026826;21429392;10257204;1995-01-01;1995-01-01;V;576546;170174
416217;HS;11593623;6;;6;16185248;10092752;11026826;21429392;10257204;1995-01-01;1995-01-01;V;576578;170213
416218;HS;11599036;30;;30;16275735;10092868;11026826;21432237;10252776;1995-01-01;1995-01-01;V;574159;165272
416219;HS;11599079;31;;31;16275735;10092868;11026826;21432237;10252776;1995-01-01;1995-01-01;V;573970;165206
416220;HS;11599044;31;A;31A;16275735;10092868;11026826;21432237;10252776;1995-01-01;1995-01-01;V;573951;165184
416221;HS;11599052;31;B;31B;16275735;10092868;11026826;21432237;10252776;1995-01-01;1995-01-01;V;573929;165147
416222;HS;11599141;37;;37;16275735;10092868;11026826;21432237;10252776;1995-01-01;1995-01-01;V;574289;165458
416223;HS;11599214;42;;42;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;574620;165451
416224;HS;11612563;57;;57;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;571178;162566
416225;HS;11612580;59;;59;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;571342;162499
416226;HS;11612598;60;;60;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;571059;162574
416227;HS;11612601;61;;61;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;571146;162439
416228;HS;11612628;63;;63;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570956;162234
416229;HS;11612636;64;;64;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570936;162220
416230;HS;11612652;66;;66;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570907;162205
416231;HS;11612679;67;;67;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570878;162005
416232;HS;11612687;68;;68;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570744;162265
416233;HS;11612695;69;;69;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570771;162499
416234;HS;11612709;70;;70;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570681;162331
416235;HS;11612717;71;;71;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570644;162386
416236;HS;11612725;72;;72;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570503;162646
416237;HS;11612741;74;;74;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570534;162654
416238;HS;11612768;76;;76;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570652;162718
416239;HS;11612776;77;;77;16276006;10093147;11026826;21432237;10255201;1995-01-01;1995-01-01;V;571725;163461
416240;HS;11612784;78;;78;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;571067;163258
416241;HS;11612792;79;;79;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;571005;163228
416242;HS;11612814;81;;81;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;571051;163076
416482;HS;11593631;8;;8;16185248;10092752;11026826;21429392;10257204;1995-01-01;1995-01-01;V;576606;170232
416483;HS;11593640;1;;1;16185256;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576241;169805
416484;HS;11593658;2;;2;16185256;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576218;169828
416485;HS;11591957;2;;2;16184993;10092752;11026826;21429392;10253055;1995-01-01;1995-01-01;V;576480;170557
416486;HS;11591965;4;;4;16184993;10092752;11026826;21429392;10253055;1995-01-01;1995-01-01;V;576601;170426
416487;HS;11587089;1;;1;16184730;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576265;171049
416488;HS;11587097;2;;2;16184730;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576289;171035
416489;HS;11587119;3;;3;16184730;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576276;171082
416490;HS;11587135;6;;6;16184730;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576300;171121
416491;HS;11587143;7;;7;16184730;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576312;171140
416492;HS;11587151;8;;8;16184730;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576321;171161
416493;HS;11587160;9;;9;16184730;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576302;171182
416494;HS;11587178;10;;10;16184730;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576333;171188
416495;HS;11591981;1;;1;16185019;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575670;171263
416496;HS;11591990;2;;2;16185019;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575629;171255
416497;HS;11592007;4;;4;16185019;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575634;171231
416498;HS;11592015;6;;6;16185019;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575655;171226
416499;HS;11592023;8;;8;16185019;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575672;171220
416500;HS;11592031;1;;1;16185027;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576425;170256
416501;HS;11592040;2;;2;16185027;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576397;170283
416502;HS;11592066;4;;4;16185027;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576381;170306
416503;HS;11592082;6;;6;16185027;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576357;170298
416504;HS;11592104;8;;8;16185027;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576365;170275
416505;HS;11587186;2;;2;16184748;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576294;170279
416506;HS;11587194;4;;4;16184748;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576305;170255
416507;HS;11587216;6;;6;16184748;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576325;170206
416508;HS;11587224;7;;7;16184748;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576348;170193
416509;HS;11612849;83;;83;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570901;163180
416510;HS;11612857;84;;84;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570738;163214
416511;HS;11612865;85;;85;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570683;163161
416512;HS;11612873;86;;86;16276006;10093147;11026826;21432237;10255074;1995-01-01;1995-01-01;V;570637;163059
416513;HS;11612903;89;;89;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570235;163048
416514;HS;11612920;91;;91;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570225;163291
416515;HS;11612954;94;;94;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570314;163561
416516;HS;11612962;95;;95;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570123;163499
416517;HS;11612989;96;;96;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570200;163631
416761;HS;11618006;33;;33;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571729;168842
416762;HS;11618014;34;;34;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571740;168876
416763;HS;11618049;36;;36;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571885;168975
416764;HS;11618081;41;;41;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571737;169019
416765;HS;11618090;42;;42;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571645;169031
416766;HS;11618120;45;;45;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571745;169082
416767;HS;11618154;48;;48;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571764;169227
416768;HS;11618197;51;;51;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;571193;169047
416769;HS;11618227;53;;53;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;570997;168979
416770;HS;11618251;56;;56;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;570486;168945
416771;HS;11618260;57;;57;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;570437;169090
416772;HS;11618278;58;;58;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;570404;169120
416773;HS;11618294;60;;60;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;570317;169164
416774;HS;11587232;8;;8;16184748;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576317;170176
416775;HS;11587267;10;;10;16184748;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576320;170152
416776;HS;11587275;12;;12;16184748;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576326;170127
416777;HS;11587283;14;;14;16184748;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576320;170106
416778;HS;11587313;18;;18;16184748;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576330;170059
416779;HS;11587321;19;;19;16184748;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576360;169969
416780;HS;11587330;20;;20;16184748;10092752;11026826;21429392;10253071;1995-01-01;1995-01-01;V;576332;170025
416781;HS;11587348;22;;22;16184748;10092752;11026826;21429392;10253071;1995-01-01;1995-01-01;V;576332;169991
416782;HS;11588310;14;;14;16184802;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576185;171359
416783;HS;11588344;17;;17;16184802;10092752;11026826;21429392;10253276;1995-01-01;1995-01-01;V;576104;171354
416784;HS;11588379;19;;19;16184802;10092752;11026826;21429392;10253276;1995-01-01;1995-01-01;V;576098;171330
416785;HS;11588417;23;;23;16184802;10092752;11026826;21429392;10253276;1995-01-01;1995-01-01;V;576069;171367
417045;HS;11618316;62;;62;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;570155;169194
417046;HS;11618324;63;;63;16276103;10093236;11026826;21429392;10253144;1995-01-01;1995-01-01;V;570140;169187
417047;HS;11596061;16;;16;16275662;10092817;11026826;21429392;10252725;1995-01-01;1995-01-01;V;575878;170374
417048;HS;11596053;16;A;16A;16275662;10092817;11026826;21429392;10252725;1995-01-01;1995-01-01;V;575834;170343
417049;HS;11596070;17;;17;16275662;10092817;11026826;21429392;10252725;1995-01-01;1995-01-01;V;575738;170339
417050;HS;11596088;18;;18;16275662;10092817;11026826;21429392;10252725;1995-01-01;1995-01-01;V;575703;170383
417051;HS;11596126;19;;19;16275662;10092817;11026826;21429392;10252725;1995-01-01;1995-01-01;V;575668;170394
417052;HS;11596096;19;A;19A;16275662;10092817;11026826;21429392;10252725;1995-01-01;1995-01-01;V;575612;170330
417053;HS;11596100;19;B;19B;16275662;10092817;11026826;21429392;10252725;1995-01-01;1995-01-01;V;575501;170336
417054;HS;11588441;26;;26;16184802;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;576058;171449
417055;HS;11588468;28;;28;16184802;10092752;11026826;21429392;10253284;1995-01-01;1995-01-01;V;575984;171469
417056;HS;11592503;1;;1;16185094;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576384;170339
417057;HS;11592511;2;;2;16185094;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576366;170328
417058;HS;11592520;3;;3;16185094;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576342;170319
417059;HS;11592538;4;;4;16185094;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576316;170316
417060;HS;11592546;5;;5;16185094;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576310;170342
417061;HS;11588484;1;;1;16184829;10092752;11026826;21429392;10257212;1995-01-01;1995-01-01;V;576484;170240
417062;HS;11588506;3;;3;16184829;10092752;11026826;21429392;10257212;1995-01-01;1995-01-01;V;576498;170216
417063;HS;11588514;4;;4;16184829;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576479;170154
417064;HS;11588522;5;;5;16184829;10092752;11026826;21429392;10257204;1995-01-01;1995-01-01;V;576554;170161
417065;HS;11588549;6;;6;16184829;10092752;11026826;21429392;10253098;1995-01-01;1995-01-01;V;576467;170158
417066;HS;11588557;7;;7;16184829;10092752;11026826;21429392;10257204;1995-01-01;1995-01-01;V;576574;170151
417067;HS;11588573;9;;9;16184829;10092752;11026826;21429392;10257204;1995-01-01;1995-01-01;V;576626;170087
417068;HS;11588590;11;;11;16184829;10092752;11026826;21429392;10257204;1995-01-01;1995-01-01;V;576639;170064
417069;HS;11588611;13;;13;16184829;10092752;11026826;21429392;10257204;1995-01-01;1995-01-01;V;576657;170048
417070;HS;11599222;43;;43;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;574779;165494
417071;HS;11599273;44;;44;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;574779;165380
417072;HS;11599265;44;C;44C;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;574760;165478
417073;HS;11599290;45;;45;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;574778;165310
417359;HS;11593674;4;;4;16185256;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576204;169806
417360;HS;11593682;5;;5;16185256;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576221;169756
417361;HS;11593704;6;;6;16185256;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576183;169789
417362;HS;11593712;7;;7;16185256;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576199;169760
417363;HS;11593739;1;;1;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576331;169652
417364;HS;11593747;2;;2;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576325;169686
417365;HS;11593755;3;;3;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576291;169652
417366;HS;11593763;4;;4;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576296;169683
417367;HS;11593771;5;;5;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576267;169648
417368;HS;11593780;6;;6;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576270;169684
417369;HS;11593798;7;;7;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576237;169643
417370;HS;11593801;8;;8;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576241;169677
417371;HS;11593810;9;;9;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576217;169640
417377;HS;11599303;46;;46;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;574812;165227
417378;HS;11599311;48;;48;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;574749;164770
417379;HS;11599338;50;;50;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;574981;164392
417380;HS;11599346;51;;51;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575117;164254
417381;HS;11599354;52;;52;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575034;164326
417382;HS;11599397;55;;55;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575004;164650
417383;HS;11599419;56;;56;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575037;164694
417384;HS;11599427;57;;57;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;574997;164953
417385;HS;11599460;61;;61;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575087;165470
417386;HS;11599478;62;;62;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575251;165615
417387;HS;11599524;64;;64;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575058;165638
417388;HS;11599575;66;;66;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575046;165913
417389;HS;11599583;67;;67;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575080;165992
417390;HS;11599605;69;;69;16275735;10092868;11026826;21432237;10252911;1995-01-01;1995-01-01;V;575132;166163
417391;HS;11613012;99;;99;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570308;163819
417392;HS;11613039;100;;100;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570324;163800
417393;HS;11613055;102;;102;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570394;163763
417394;HS;11613071;104;;104;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570438;163732
417731;HS;11593828;10;;10;16185264;10092752;11026826;21429392;10253101;1995-01-01;1995-01-01;V;576213;169675
417732;HS;11593836;1;;1;16185272;10092752;11026826;21429392;10253071;1995-01-01;1995-01-01;V;576287;170015
417733;HS;11593844;2;;2;16185272;10092752;11026826;21429392;10253071;1995-01-01;1995-01-01;V;576253;170004
417734;HS;11593852;3;;3;16185272;10092752;11026826;21429392;10253071;1995-01-01;1995-01-01;V;576284;169981
417735;HS;11593879;4;;4;16185272;10092752;11026826;21429392;10253071;1995-01-01;1995-01-01;V;576249;169978
417736;HS;11593887;6;;6;16185272;10092752;11026826;21429392;10253071;1995-01-01;1995-01-01;V;576242;169952
417737;HS;11591272;4;;4;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576274;170216
417738;HS;11591299;6;;6;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576269;170247
417739;HS;11591302;8;;8;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576260;170280
417740;HS;11591329;10;;10;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576233;170263
417741;HS;11591345;14;;14;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576224;170187
417742;HS;11591353;15;;15;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576281;170187
417743;HS;11591361;16;;16;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576256;170170
417744;HS;11591388;18;;18;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576258;170146
417745;HS;11591396;19;;19;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576300;170127
417746;HS;11591400;20;;20;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576263;170122
417747;HS;11591418;21;;21;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576288;170100
417748;HS;11591434;24;;24;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576262;170083
417749;HS;11591442;26;;26;16184942;10092752;11026826;21429392;10253080;1995-01-01;1995-01-01;V;576263;170055
417750;HS;11593895;1;;1;16185299;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575536;171277
417751;HS;11593925;3;;3;16185299;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575521;171258
417752;HS;11593933;4;;4;16185299;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575517;171318
417753;HS;11593941;5;;5;16185299;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575507;171289
417776;HS;11592198;1;;1;16185043;10092752;11026826;21429392;10252628;1995-01-01;1995-01-01;V;575599;171075
417777;HS;11592210;3;;3;16185043;10092752;11026826;21429392;10252628;1995-01-01;1995-01-01;V;575530;171058
417778;HS;11613080;105;;105;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570465;163712
417779;HS;11613098;106;;106;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570509;163752
417780;HS;11613101;107;;107;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570516;163672
417781;HS;11613110;108;;108;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570537;163668
417782;HS;11613128;109;;109;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570564;163626
417783;HS;11613136;110;;110;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570631;163608
417784;HS;11613152;112;;112;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570750;163555
417785;HS;11613179;113;;113;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570912;163560
417786;HS;11613187;114;;114;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570618;163710
417787;HS;11613209;116;;116;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570541;163864
417788;HS;11613233;119;;119;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570207;164066
417789;HS;11613241;120;;120;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570144;164038
417790;HS;11613250;121;;121;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570175;163999
417791;HS;11613284;124;;124;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;569957;164213
417792;HS;11613292;125;;125;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;569991;164312
417793;HS;11613314;127;;127;16276006;10093147;11026826;21432237;10255210;1995-01-01;1995-01-01;V;570087;164341
417794;HS;11613349;3;;3;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;576088;169719
417795;HS;11613357;4;;4;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;576058;169695
417796;HS;11613365;5;;5;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;576030;169685
417797;HS;11613390;8;;8;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;575934;169668
417798;HS;11613403;9;;9;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;575904;169656
417799;HS;11613411;10;;10;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;575898;169686
417800;HS;11613420;11;;11;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;575925;169695
417801;HS;11613438;12;;12;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;575904;169728
417802;HS;11613446;13;;13;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;575865;169707
417803;HS;11613454;14;;14;16276014;10093155;11026826;21429392;10252695;1995-01-01;1995-01-01;V;575842;169694
417947;HS;19134563;43;D;43D;16276286;10093414;11026826;21429392;10253004;2012-06-27;2012-06-27;V;572235;167592
418104;HS;11619398;39;;39;16276120;10093252;11026826;21429392;10253039;1995-01-01;1995-01-01;V;574210;171360
418105;HS;11619401;40;;40;16276120;10093252;11026826;21429392;10253039;1995-01-01;1995-01-01;V;574185;171356
418106;HS;11619410;41;;41;16276120;10093252;11026826;21429392;10253039;1995-01-01;1995-01-01;V;574158;171392
418107;HS;11592228;4;;4;16185043;10092752;11026826;21429392;10252687;1995-01-01;1995-01-01;V;575559;171086
418108;HS;11592236;5;;5;16185043;10092752;11026826;21429392;10252628;1995-01-01;1995-01-01;V;575518;171033
418109;HS;11592244;6;;6;16185043;10092752;11026826;21429392;10252687;1995-01-01;1995-01-01;V;575529;171087
418110;HS;11587364;1;;1;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575539;171211
418111;HS;11587402;5;;5;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575561;171277
418112;HS;11587429;7;;7;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575613;171313
418113;HS;11587445;9;;9;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575634;171340
418114;HS;11587453;10;;10;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575702;171264
418115;HS;11587461;11;;11;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575648;171317
418116;HS;11587470;12;;12;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575725;171265
418117;HS;11587488;13;;13;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575660;171296
418118;HS;11587496;14;;14;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575747;171280
418119;HS;11587500;15;;15;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575698;171295
418120;HS;11587518;16;;16;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575759;171307
418121;HS;11587526;17;;17;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575722;171310
418122;HS;11587542;19;;19;16184756;10092752;11026826;21429392;10253233;1995-01-01;1995-01-01;V;575726;171336
